Isotope,Energy (keV),Intensity (%),Half life (s),Decay,Decay (%),Daughter
234Pa,543.98,0.00367,69.54,B-,99.84,U
234Pa,553.7,0.04644,24120.0,B-,100.0,U
234Pa,557.24,8.4e-06,69.54,B-,99.84,U
234Pa,557.3,0.00072,69.54,B-,99.84,U
234Pa,558.0,0.0972,24120.0,B-,100.0,U
234Pa,559.2,0.0756,24120.0,B-,100.0,U
234Pa,562.8,0.0378,24120.0,B-,100.0,U
234Pa,565.2,1.08,24120.0,B-,100.0,U
234Pa,568.9,3.78,24120.0,B-,100.0,U
234Pa,569.5,8.64,24120.0,B-,100.0,U
234Pa,572.0,0.000867,69.54,B-,99.84,U
234Pa,575.5,0.02808,24120.0,B-,100.0,U
234Pa,581.19,8.2e-05,69.54,B-,99.84,U
234Pa,584.1,0.1836,24120.0,B-,100.0,U
234Pa,586.3,0.0756,24120.0,B-,100.0,U
234Pa,590.3,0.0378,24120.0,B-,100.0,U
234Pa,595.4,0.0972,24120.0,B-,100.0,U
234Pa,596.9,0.2052,24120.0,B-,100.0,U
234Pa,602.6,0.5616,24120.0,B-,100.0,U
234Pa,604.6,0.054,24120.0,B-,100.0,U
234Pa,612.0,0.3996,24120.0,B-,100.0,U
234Pa,617.0,0.054,24120.0,B-,100.0,U
234Pa,619.0,0.0378,24120.0,B-,100.0,U
234Pa,624.2,0.3672,24120.0,B-,100.0,U
234Pa,624.6,0.000115,69.54,B-,99.84,U
234Pa,628.1,0.2484,24120.0,B-,100.0,U
234Pa,629.4,0.3672,24120.0,B-,100.0,U
234Pa,632.6,0.0378,24120.0,B-,100.0,U
234Pa,634.3,0.1404,24120.0,B-,100.0,U
234Pa,643.2,0.02808,24120.0,B-,100.0,U
234Pa,646.5,0.1188,24120.0,B-,100.0,U
234Pa,647.7,0.00157,69.54,B-,99.84,U
234Pa,649.0,4.1e-05,69.54,B-,99.84,U
234Pa,649.0,0.001,69.54,B-,99.84,U
234Pa,653.7,0.486,24120.0,B-,100.0,U
234Pa,655.2,0.1404,24120.0,B-,100.0,U
234Pa,655.3,0.00138,69.54,B-,99.84,U
234Pa,657.4,0.4104,24120.0,B-,100.0,U
234Pa,659.8,0.2808,24120.0,B-,100.0,U
234Pa,663.9,0.5616,24120.0,B-,100.0,U
234Pa,666.5,1.2204,24120.0,B-,100.0,U
234Pa,669.7,1.0368,24120.0,B-,100.0,U
234Pa,669.7,0.00054,24120.0,B-,100.0,U
234Pa,670.8,0.00037,69.54,B-,99.84,U
234Pa,673.9,0.00065,69.54,B-,99.84,U
234Pa,675.1,0.10476,24120.0,B-,100.0,U
234Pa,683.4,0.00057,69.54,B-,99.84,U
234Pa,683.9,0.162,24120.0,B-,100.0,U
234Pa,685.1,0.1512,24120.0,B-,100.0,U
234Pa,691.0,0.00892,69.54,B-,99.84,U
234Pa,692.6,1.296,24120.0,B-,100.0,U
234Pa,695.5,0.00162,69.54,B-,99.84,U
234Pa,699.02,0.0057,69.54,B-,99.84,U
234Pa,699.03,3.78,24120.0,B-,100.0,U
234Pa,702.0,0.00724,69.54,B-,99.84,U
234Pa,705.9,2.376,24120.0,B-,100.0,U
234Pa,705.94,0.0056,69.54,B-,99.84,U
234Pa,708.2,0.000673,69.54,B-,99.84,U
234Pa,708.3,0.02376,24120.0,B-,100.0,U
234Pa,711.5,0.162,24120.0,B-,100.0,U
234Pa,713.7,0.1512,24120.0,B-,100.0,U
234Pa,716.5,0.0324,24120.0,B-,100.0,U
234Pa,719.01,2.6e-05,69.54,B-,99.84,U
234Pa,727.8,0.1188,24120.0,B-,100.0,U
234Pa,730.9,0.6588,24120.0,B-,100.0,U
234Pa,732.5,0.0013,69.54,B-,99.84,U
234Pa,733.39,7.236,24120.0,B-,100.0,U
234Pa,738.0,1.2096,24120.0,B-,100.0,U
234Pa,740.1,0.0109,69.54,B-,99.84,U
234Pa,742.81,2.16,24120.0,B-,100.0,U
234Pa,742.813,0.1066,69.54,B-,99.84,U
234Pa,745.9,0.3348,24120.0,B-,100.0,U
234Pa,748.1,0.108,24120.0,B-,100.0,U
234Pa,750.12,1.8e-05,69.54,B-,99.84,U
234Pa,755.0,1.2744,24120.0,B-,100.0,U
234Pa,758.9,0.2592,24120.0,B-,100.0,U
234Pa,760.3,0.00157,69.54,B-,99.84,U
234Pa,760.53,4.3e-06,69.54,B-,99.84,U
234Pa,761.0,0.0756,24120.0,B-,100.0,U
234Pa,764.8,0.2052,24120.0,B-,100.0,U
234Pa,766.4,0.0756,24120.0,B-,100.0,U
234Pa,766.42,0.317,69.54,B-,99.84,U
234Pa,769.1,0.1944,24120.0,B-,100.0,U
234Pa,772.4,0.0756,24120.0,B-,100.0,U
234Pa,778.6,0.04752,24120.0,B-,100.0,U
234Pa,780.4,0.9396,24120.0,B-,100.0,U
234Pa,781.75,0.00777,69.54,B-,99.84,U
234Pa,783.4,0.3132,24120.0,B-,100.0,U
234Pa,783.4,3.9e-05,69.54,B-,99.84,U
234Pa,786.27,1.2528,24120.0,B-,100.0,U
234Pa,786.28,0.0544,69.54,B-,99.84,U
234Pa,791.94,1e-05,69.54,B-,99.84,U
234Pa,792.8,0.04644,24120.0,B-,100.0,U
234Pa,794.9,0.702,24120.0,B-,100.0,U
234Pa,796.1,2.7,24120.0,B-,100.0,U
234Pa,802.3,0.0324,24120.0,B-,100.0,U
234Pa,804.1,0.648,24120.0,B-,100.0,U
234Pa,805.75,0.0059,69.54,B-,99.84,U
234Pa,805.8,2.646,24120.0,B-,100.0,U
234Pa,808.2,0.00278,69.54,B-,99.84,U
234Pa,808.4,0.0378,24120.0,B-,100.0,U
234Pa,811.5,0.1296,24120.0,B-,100.0,U
234Pa,814.2,0.324,24120.0,B-,100.0,U
234Pa,818.2,0.001,69.54,B-,99.84,U
234Pa,819.2,1.9764,24120.0,B-,100.0,U
234Pa,824.2,1.296,24120.0,B-,100.0,U
234Pa,825.1,1.9764,24120.0,B-,100.0,U
234Pa,825.6,0.0066,69.54,B-,99.84,U
234Pa,829.3,0.378,24120.0,B-,100.0,U
234Pa,831.5,4.32,24120.0,B-,100.0,U
234Pa,839.5,0.0324,24120.0,B-,100.0,U
234Pa,844.1,0.4428,24120.0,B-,100.0,U
234Pa,844.1,0.0011,69.54,B-,99.84,U
234Pa,846.1,0.054,24120.0,B-,100.0,U
234Pa,848.9,0.02808,24120.0,B-,100.0,U
234Pa,851.58,0.0069,69.54,B-,99.84,U
234Pa,851.8,0.0756,24120.0,B-,100.0,U
234Pa,857.7,0.0378,24120.0,B-,100.0,U
234Pa,863.2,0.0756,24120.0,B-,100.0,U
234Pa,866.8,0.00114,69.54,B-,99.84,U
234Pa,869.7,0.2052,24120.0,B-,100.0,U
234Pa,874.0,0.0378,24120.0,B-,100.0,U
234Pa,876.0,2.646,24120.0,B-,100.0,U
234Pa,880.5,4.428,24120.0,B-,100.0,U
234Pa,880.5,6.48,24120.0,B-,100.0,U
234Pa,880.9,0.004,69.54,B-,99.84,U
234Pa,883.22,0.0035,69.54,B-,99.84,U
234Pa,883.24,10.044,24120.0,B-,100.0,U
234Pa,887.29,0.00709,69.54,B-,99.84,U
234Pa,890.1,0.02808,24120.0,B-,100.0,U
234Pa,898.67,3.402,24120.0,B-,100.0,U
234Pa,904.2,0.3564,24120.0,B-,100.0,U
234Pa,916.5,0.02484,24120.0,B-,100.0,U
234Pa,918.4,0.10368,24120.0,B-,100.0,U
234Pa,920.5,0.03024,24120.0,B-,100.0,U
234Pa,921.72,0.01278,69.54,B-,99.84,U
234Pa,925.0,8.208,24120.0,B-,100.0,U
234Pa,926.0,1.836,24120.0,B-,100.0,U
234Pa,926.61,0.00124,69.54,B-,99.84,U
234Pa,926.72,7.56,24120.0,B-,100.0,U
234Pa,935.8,0.06912,24120.0,B-,100.0,U
234Pa,936.3,0.0011,69.54,B-,99.84,U
234Pa,941.96,0.00252,69.54,B-,99.84,U
234Pa,942.0,0.04752,24120.0,B-,100.0,U
234Pa,945.94,0.0101,69.54,B-,99.84,U
234Pa,946.0,14.04,24120.0,B-,100.0,U
234Pa,947.7,1.6956,24120.0,B-,100.0,U
234Pa,952.7,0.0864,24120.0,B-,100.0,U
234Pa,960.0,0.0008,69.54,B-,99.84,U
234Pa,960.0,0.0756,24120.0,B-,100.0,U
234Pa,965.8,0.4968,24120.0,B-,100.0,U
234Pa,975.1,0.02808,24120.0,B-,100.0,U
234Pa,978.2,0.09396,24120.0,B-,100.0,U
234Pa,980.3,2.808,24120.0,B-,100.0,U
234Pa,980.3,1.836,24120.0,B-,100.0,U
234Pa,981.6,0.756,24120.0,B-,100.0,U
234Pa,984.2,1.6956,24120.0,B-,100.0,U
234Pa,989.5,0.108,24120.0,B-,100.0,U
234Pa,992.0,0.0864,24120.0,B-,100.0,U
234Pa,994.6,0.0648,24120.0,B-,100.0,U
234Pa,996.1,0.0056,69.54,B-,99.84,U
234Pa,997.7,0.04752,24120.0,B-,100.0,U
234Pa,1001.03,0.842,69.54,B-,99.84,U
234Pa,1009.9,0.06912,24120.0,B-,100.0,U
234Pa,1019.5,0.02808,24120.0,B-,100.0,U
234Pa,1021.8,0.1512,24120.0,B-,100.0,U
234Pa,1023.6,0.0648,24120.0,B-,100.0,U
234Pa,1025.3,0.054,24120.0,B-,100.0,U
234Pa,1028.7,0.594,24120.0,B-,100.0,U
234Pa,1032.8,0.01836,24120.0,B-,100.0,U
234Pa,1035.9,0.027,24120.0,B-,100.0,U
234Pa,1037.9,0.01836,24120.0,B-,100.0,U
234Pa,1041.1,0.03348,24120.0,B-,100.0,U
234Pa,1041.7,0.00124,69.54,B-,99.84,U
234Pa,1044.4,0.0324,24120.0,B-,100.0,U
234Pa,1051.4,0.0648,24120.0,B-,100.0,U
234Pa,1057.8,0.01836,24120.0,B-,100.0,U
234Pa,1059.4,0.00228,69.54,B-,99.84,U
234Pa,1061.86,0.00214,69.54,B-,99.84,U
234Pa,1065.1,0.02808,24120.0,B-,100.0,U
234Pa,1073.6,0.108,24120.0,B-,100.0,U
234Pa,1081.9,0.0009,69.54,B-,99.84,U
234Pa,1083.2,0.5292,24120.0,B-,100.0,U
234Pa,1084.25,0.0008,69.54,B-,99.84,U
234Pa,1085.3,0.02808,24120.0,B-,100.0,U
234Pa,1106.9,0.0864,24120.0,B-,100.0,U
234Pa,1110.6,0.0648,24120.0,B-,100.0,U
234Pa,1120.6,0.00172,69.54,B-,99.84,U
234Pa,1121.7,0.2592,24120.0,B-,100.0,U
234Pa,1124.93,0.00034,69.54,B-,99.84,U
234Pa,1124.93,0.00303,69.54,B-,99.84,U
234Pa,1125.2,0.378,24120.0,B-,100.0,U
234Pa,1126.8,0.3132,24120.0,B-,100.0,U
234Pa,1151.4,0.03348,24120.0,B-,100.0,U
234Pa,1153.5,0.04752,24120.0,B-,100.0,U
234Pa,1171.3,0.09396,24120.0,B-,100.0,U
234Pa,1173.1,0.04752,24120.0,B-,100.0,U
234Pa,1174.2,0.00194,69.54,B-,99.84,U
234Pa,1182.1,0.00972,24120.0,B-,100.0,U
234Pa,1193.73,0.01358,69.54,B-,99.84,U
234Pa,1194.0,0.0216,24120.0,B-,100.0,U
234Pa,1217.3,0.2268,24120.0,B-,100.0,U
234Pa,1220.37,0.00091,69.54,B-,99.84,U
234Pa,1220.4,0.0648,24120.0,B-,100.0,U
234Pa,1237.26,0.00525,69.54,B-,99.84,U
234Pa,1237.3,0.00972,24120.0,B-,100.0,U
234Pa,1241.2,0.2376,24120.0,B-,100.0,U
234Pa,1247.8,0.02268,24120.0,B-,100.0,U
234Pa,1252.6,0.01836,24120.0,B-,100.0,U
234Pa,1256.5,0.06156,24120.0,B-,100.0,U
234Pa,1277.7,0.04644,24120.0,B-,100.0,U
234Pa,1292.8,0.486,24120.0,B-,100.0,U
234Pa,1296.4,0.03024,24120.0,B-,100.0,U
234Pa,1301.2,0.01836,24120.0,B-,100.0,U
234Pa,1327.0,0.01836,24120.0,B-,100.0,U
234Pa,1342.9,0.01296,24120.0,B-,100.0,U
234Pa,1352.9,1.2096,24120.0,B-,100.0,U
234Pa,1353.0,0.00109,69.54,B-,99.84,U
234Pa,1354.6,0.1404,24120.0,B-,100.0,U
234Pa,1359.0,0.162,24120.0,B-,100.0,U
234Pa,1389.6,0.0756,24120.0,B-,100.0,U
234Pa,1392.7,0.00346,69.54,B-,99.84,U
234Pa,1393.9,2.16,24120.0,B-,100.0,U
234Pa,1397.5,0.0864,24120.0,B-,100.0,U
234Pa,1400.3,0.1836,24120.0,B-,100.0,U
234Pa,1409.1,0.04644,24120.0,B-,100.0,U
234Pa,1413.88,0.00226,69.54,B-,99.84,U
234Pa,1414.4,0.002808,24120.0,B-,100.0,U
234Pa,1426.9,0.1728,24120.0,B-,100.0,U
234Pa,1434.14,0.00973,69.54,B-,99.84,U
234Pa,1442.8,0.0324,24120.0,B-,100.0,U
234Pa,1445.4,0.3348,24120.0,B-,100.0,U
234Pa,1452.7,0.8424,24120.0,B-,100.0,U
234Pa,1458.5,0.0019,69.54,B-,99.84,U
234Pa,1458.9,0.0972,24120.0,B-,100.0,U
234Pa,1475.8,0.00864,24120.0,B-,100.0,U
234Pa,1485.4,0.03132,24120.0,B-,100.0,U
234Pa,1488.0,0.01404,24120.0,B-,100.0,U
234Pa,1493.6,0.108,24120.0,B-,100.0,U
234Pa,1496.0,0.0378,24120.0,B-,100.0,U
234Pa,1500.0,0.01188,24120.0,B-,100.0,U
234Pa,1501.0,0.000926,69.54,B-,99.84,U
234Pa,1507.3,0.02052,24120.0,B-,100.0,U
234Pa,1510.1,0.00972,24120.0,B-,100.0,U
234Pa,1510.21,0.01305,69.54,B-,99.84,U
234Pa,1515.6,0.0756,24120.0,B-,100.0,U
234Pa,1520.7,0.00972,24120.0,B-,100.0,U
234Pa,1527.27,0.00201,69.54,B-,99.84,U
234Pa,1538.8,0.01404,24120.0,B-,100.0,U
234Pa,1550.0,0.00114,69.54,B-,99.84,U
234Pa,1550.1,0.0756,24120.0,B-,100.0,U
234Pa,1553.75,0.00821,69.54,B-,99.84,U
234Pa,1558.4,0.00072,69.54,B-,99.84,U
234Pa,1567.0,0.01188,24120.0,B-,100.0,U
234Pa,1570.67,0.00109,69.54,B-,99.84,U
234Pa,1579.9,0.0756,24120.0,B-,100.0,U
234Pa,1585.9,0.1512,24120.0,B-,100.0,U
234Pa,1593.87,0.00189,69.54,B-,99.84,U
234Pa,1594.0,0.324,24120.0,B-,100.0,U
234Pa,1601.8,0.00047,69.54,B-,99.84,U
234Pa,1618.3,0.00972,24120.0,B-,100.0,U
234Pa,1627.3,0.07884,24120.0,B-,100.0,U
234Pa,1638.1,0.216,24120.0,B-,100.0,U
234Pa,1640.5,0.0108,24120.0,B-,100.0,U
234Pa,1644.9,0.0108,24120.0,B-,100.0,U
234Pa,1650.2,0.0054,24120.0,B-,100.0,U
234Pa,1655.7,0.027,24120.0,B-,100.0,U
234Pa,1664.8,0.01836,24120.0,B-,100.0,U
234Pa,1667.6,0.00115,69.54,B-,99.84,U
234Pa,1668.4,0.7992,24120.0,B-,100.0,U
234Pa,1672.8,0.03564,24120.0,B-,100.0,U
234Pa,1679.5,0.07992,24120.0,B-,100.0,U
234Pa,1685.7,0.324,24120.0,B-,100.0,U
234Pa,1693.8,0.7236,24120.0,B-,100.0,U
234Pa,1694.1,0.00045,69.54,B-,99.84,U
234Pa,1695.0,0.2808,24120.0,B-,100.0,U
234Pa,1700.5,0.108,24120.0,B-,100.0,U
234Pa,1719.7,0.01836,24120.0,B-,100.0,U
234Pa,1720.5,0.00034,69.54,B-,99.84,U
234Pa,1723.2,0.0162,24120.0,B-,100.0,U
234Pa,1727.8,0.02052,24120.0,B-,100.0,U
234Pa,1732.2,0.0019,69.54,B-,99.84,U
234Pa,1737.7,0.07776,24120.0,B-,100.0,U
234Pa,1737.75,0.0213,69.54,B-,99.84,U
234Pa,1741.1,0.05076,24120.0,B-,100.0,U
234Pa,1743.2,0.03456,24120.0,B-,100.0,U
234Pa,1750.0,0.06696,24120.0,B-,100.0,U
234Pa,1757.5,0.02484,24120.0,B-,100.0,U
234Pa,1759.81,0.00146,69.54,B-,99.84,U
234Pa,1765.44,0.00875,69.54,B-,99.84,U
234Pa,1768.0,0.02052,24120.0,B-,100.0,U
234Pa,1770.8,0.0702,24120.0,B-,100.0,U
234Pa,1773.0,0.0702,24120.0,B-,100.0,U
234Pa,1783.7,0.02592,24120.0,B-,100.0,U
234Pa,1796.2,0.00042,69.54,B-,99.84,U
234Pa,1797.1,0.2484,24120.0,B-,100.0,U
234Pa,1805.8,0.0054,24120.0,B-,100.0,U
234Pa,1809.04,0.00374,69.54,B-,99.84,U
234Pa,1815.3,0.00972,24120.0,B-,100.0,U
234Pa,1819.69,0.00088,69.54,B-,99.84,U
234Pa,1819.8,0.00432,24120.0,B-,100.0,U
234Pa,1825.1,0.00972,24120.0,B-,100.0,U
234Pa,1830.8,0.00432,24120.0,B-,100.0,U
234Pa,1831.36,0.01742,69.54,B-,99.84,U
234Pa,1838.0,0.0432,24120.0,B-,100.0,U
234Pa,1849.8,0.02916,24120.0,B-,100.0,U
234Pa,1863.09,0.00121,69.54,B-,99.84,U
234Pa,1867.69,0.00926,69.54,B-,99.84,U
234Pa,1872.8,0.03672,24120.0,B-,100.0,U
234Pa,1874.88,0.00818,69.54,B-,99.84,U
234Pa,1884.1,0.0162,24120.0,B-,100.0,U
234Pa,1890.1,0.1512,24120.0,B-,100.0,U
234Pa,1893.4,0.00648,24120.0,B-,100.0,U
234Pa,1893.51,0.00189,69.54,B-,99.84,U
234Pa,1896.7,0.108,24120.0,B-,100.0,U
234Pa,1911.19,0.00624,69.54,B-,99.84,U
234Pa,1915.5,0.02052,24120.0,B-,100.0,U
234Pa,1925.4,0.3132,24120.0,B-,100.0,U
234Pa,1926.5,0.00045,69.54,B-,99.84,U
234Pa,1927.9,0.05616,24120.0,B-,100.0,U
234Pa,1935.2,0.00972,24120.0,B-,100.0,U
234Pa,1937.04,0.0021,69.54,B-,99.84,U
234Pa,1937.7,0.0432,24120.0,B-,100.0,U
234Pa,1958.0,0.010368,24120.0,B-,100.0,U
234Pa,1970.0,0.00041,69.54,B-,99.84,U
234Pa,1971.2,0.002808,24120.0,B-,100.0,U
234Pa,1977.4,0.01728,24120.0,B-,100.0,U
234Pa,1989.6,0.00756,24120.0,B-,100.0,U
234Pa,2022.24,0.000185,69.54,B-,99.84,U
234Pa,2041.23,0.000109,69.54,B-,99.84,U
234Pa,2065.8,7.1e-05,69.54,B-,99.84,U
234Pa,2072.2,0.00432,24120.0,B-,100.0,U
234Pa,2093.19,2e-05,69.54,B-,99.84,U
234Pa,2102.14,6.1e-05,69.54,B-,99.84,U
234Pa,2136.69,7.1e-05,69.54,B-,99.84,U
234Pa,16.228,0.05403136,69.54,IT,0.16,Pa
234Pa,16.678,87.0,24120.0,B-,100.0,U
234Pa,16.678,0.013393262529092,69.54,B-,99.84,U
234Pa,94.657,0.006751504272624812,69.54,B-,99.84,U
234Pa,94.657,12.7,24120.0,B-,100.0,U
234Pa,98.439,20.4,24120.0,B-,100.0,U
234Pa,98.439,0.010807594481550843,69.54,B-,99.84,U
234Pa,111.238,7.4,24120.0,B-,100.0,U
234Pa,111.238,0.0038991143284235062,69.54,B-,99.84,U
234Pa,112.645,9.9,24120.0,B-,100.0,U
234Pa,112.645,0.0052326114287443454,69.54,B-,99.84,U
234Pa,114.446,0.0013334971003208392,69.54,B-,99.84,U
234Pa,114.446,2.52,24120.0,B-,100.0,U
234U,53.2,0.123,7747225326762.336,A,100.0,Th
234U,120.9,0.0342,7747225326762.336,A,100.0,Th
234U,454.95,2.5e-05,7747225326762.336,A,100.0,Th
234U,503.5,7.9e-07,7747225326762.336,A,100.0,Th
234U,508.2,1.5e-05,7747225326762.336,A,100.0,Th
234U,581.7,1.2e-05,7747225326762.336,A,100.0,Th
234U,624.4,8.4e-07,7747225326762.336,A,100.0,Th
234U,677.6,1e-06,7747225326762.336,A,100.0,Th
234U,15.784,9.989616344671614,7747225326762.336,A,100.0,Th
234U,89.954,0.0025538129986760554,7747225326762.336,A,100.0,Th
234U,93.347,0.00413104658472348,7747225326762.336,A,100.0,Th
234U,105.566,0.0014699691230512068,7747225326762.336,A,100.0,Th
234U,106.894,0.0019653487175194636,7747225326762.336,A,100.0,Th
234U,108.58,0.0004953795944682567,7747225326762.336,A,100.0,Th
235U,31.6,0.017,2.221607588611277e+16,A,100.0,Th
235U,34.7,0.037,2.221607588611277e+16,A,100.0,Th
235U,41.4,0.03,2.221607588611277e+16,A,100.0,Th
235U,41.96,0.06,2.221607588611277e+16,A,100.0,Th
235U,51.21,0.034,2.221607588611277e+16,A,100.0,Th
235U,54.1,0.001,2.221607588611277e+16,A,100.0,Th
235U,54.25,0.03,2.221607588611277e+16,A,100.0,Th
235U,64.45,0.013,2.221607588611277e+16,A,100.0,Th
235U,72.7,0.12,2.221607588611277e+16,A,100.0,Th
235U,73.72,0.01,2.221607588611277e+16,A,100.0,Th
235U,74.94,0.051,2.221607588611277e+16,A,100.0,Th
235U,96.09,0.091,2.221607588611277e+16,A,100.0,Th
235U,109.19,1.66,2.221607588611277e+16,A,100.0,Th
235U,115.45,0.03,2.221607588611277e+16,A,100.0,Th
235U,120.35,0.026,2.221607588611277e+16,A,100.0,Th
235U,136.55,0.012,2.221607588611277e+16,A,100.0,Th
235U,140.76,0.2,2.221607588611277e+16,A,100.0,Th
235U,142.4,0.005,2.221607588611277e+16,A,100.0,Th
235U,143.76,10.96,2.221607588611277e+16,A,100.0,Th
235U,150.93,0.09,2.221607588611277e+16,A,100.0,Th
235U,163.356,5.08,2.221607588611277e+16,A,100.0,Th
235U,173.3,0.006,2.221607588611277e+16,A,100.0,Th
235U,182.62,0.39,2.221607588611277e+16,A,100.0,Th
235U,185.715,57.0,2.221607588611277e+16,A,100.0,Th
235U,194.94,0.63,2.221607588611277e+16,A,100.0,Th
235U,198.9,0.036,2.221607588611277e+16,A,100.0,Th
235U,202.12,1.08,2.221607588611277e+16,A,100.0,Th
235U,205.316,5.02,2.221607588611277e+16,A,100.0,Th
235U,215.28,0.029,2.221607588611277e+16,A,100.0,Th
235U,221.386,0.118,2.221607588611277e+16,A,100.0,Th
235U,228.78,0.007,2.221607588611277e+16,A,100.0,Th
235U,233.5,0.038,2.221607588611277e+16,A,100.0,Th
235U,240.88,0.074,2.221607588611277e+16,A,100.0,Th
235U,246.83,0.055,2.221607588611277e+16,A,100.0,Th
235U,251.5,0.04,2.221607588611277e+16,A,100.0,Th
235U,266.45,0.006,2.221607588611277e+16,A,100.0,Th
235U,275.35,0.051,2.221607588611277e+16,A,100.0,Th
235U,275.49,0.032,2.221607588611277e+16,A,100.0,Th
235U,279.5,0.27,2.221607588611277e+16,A,100.0,Th
235U,281.42,0.006,2.221607588611277e+16,A,100.0,Th
235U,282.92,0.006,2.221607588611277e+16,A,100.0,Th
235U,289.56,0.007,2.221607588611277e+16,A,100.0,Th
235U,291.65,0.04,2.221607588611277e+16,A,100.0,Th
235U,301.7,0.005,2.221607588611277e+16,A,100.0,Th
235U,310.69,0.005,2.221607588611277e+16,A,100.0,Th
235U,317.1,0.001,2.221607588611277e+16,A,100.0,Th
235U,325.8,0.004,2.221607588611277e+16,A,100.0,Th
235U,343.5,0.003,2.221607588611277e+16,A,100.0,Th
235U,345.92,0.04,2.221607588611277e+16,A,100.0,Th
235U,356.03,0.005,2.221607588611277e+16,A,100.0,Th
235U,387.84,0.04,2.221607588611277e+16,A,100.0,Th
235U,410.29,0.003,2.221607588611277e+16,A,100.0,Th
235U,433.0,0.004,2.221607588611277e+16,A,100.0,Th
235U,448.4,0.001,2.221607588611277e+16,A,100.0,Th
235U,455.1,0.008,2.221607588611277e+16,A,100.0,Th
235U,517.2,0.0004,2.221607588611277e+16,A,100.0,Th
235U,742.5,0.0004,2.221607588611277e+16,A,100.0,Th
235U,794.7,0.0006,2.221607588611277e+16,A,100.0,Th
235U,15.784,28.1,2.221607588611277e+16,A,100.0,Th
235U,89.954,3.4918458760147746,2.221607588611277e+16,A,100.0,Th
235U,93.347,5.648408081550913,2.221607588611277e+16,A,100.0,Th
235U,105.566,2.0098987760092086,2.221607588611277e+16,A,100.0,Th
235U,106.894,2.687234663524312,2.221607588611277e+16,A,100.0,Th
235U,108.58,0.6773358875151033,2.221607588611277e+16,A,100.0,Th
237Np,8.22,0.0055,67658049289525.25,A,100.0,Pa
237Np,21.5,0.356,67658049289525.25,A,100.0,Pa
237Np,27.7,0.84,67658049289525.25,A,100.0,Pa
237Np,29.374,14.5,67658049289525.25,A,100.0,Pa
237Np,36.32,0.005,67658049289525.25,A,100.0,Pa
237Np,46.53,0.109,67658049289525.25,A,100.0,Pa
237Np,57.113,0.362,67658049289525.25,A,100.0,Pa
237Np,62.59,0.006,67658049289525.25,A,100.0,Pa
237Np,63.9,0.0108,67658049289525.25,A,100.0,Pa
237Np,70.49,0.0108,67658049289525.25,A,100.0,Pa
237Np,74.54,0.012,67658049289525.25,A,100.0,Pa
237Np,86.484,12.2,67658049289525.25,A,100.0,Pa
237Np,87.99,0.148,67658049289525.25,A,100.0,Pa
237Np,94.65,0.591,67658049289525.25,A,100.0,Pa
237Np,106.12,0.048,67658049289525.25,A,100.0,Pa
237Np,108.7,0.071,67658049289525.25,A,100.0,Pa
237Np,115.44,0.0026,67658049289525.25,A,100.0,Pa
237Np,117.705,0.17,67658049289525.25,A,100.0,Pa
237Np,131.093,0.0849,67658049289525.25,A,100.0,Pa
237Np,134.276,0.072,67658049289525.25,A,100.0,Pa
237Np,139.9,0.0046,67658049289525.25,A,100.0,Pa
237Np,143.248,0.416,67658049289525.25,A,100.0,Pa
237Np,151.408,0.244,67658049289525.25,A,100.0,Pa
237Np,153.37,0.0061,67658049289525.25,A,100.0,Pa
237Np,155.242,0.0887,67658049289525.25,A,100.0,Pa
237Np,162.51,0.0326,67658049289525.25,A,100.0,Pa
237Np,169.156,0.0621,67658049289525.25,A,100.0,Pa
237Np,170.62,0.02,67658049289525.25,A,100.0,Pa
237Np,176.09,0.016,67658049289525.25,A,100.0,Pa
237Np,180.79,0.0156,67658049289525.25,A,100.0,Pa
237Np,186.86,0.003,67658049289525.25,A,100.0,Pa
237Np,191.43,0.0187,67658049289525.25,A,100.0,Pa
237Np,193.24,0.0437,67658049289525.25,A,100.0,Pa
237Np,194.67,0.033,67658049289525.25,A,100.0,Pa
237Np,194.96,0.182,67658049289525.25,A,100.0,Pa
237Np,196.85,0.0209,67658049289525.25,A,100.0,Pa
237Np,199.95,0.0053,67658049289525.25,A,100.0,Pa
237Np,201.67,0.0394,67658049289525.25,A,100.0,Pa
237Np,202.9,0.0048,67658049289525.25,A,100.0,Pa
237Np,209.2,0.0142,67658049289525.25,A,100.0,Pa
237Np,212.32,0.152,67658049289525.25,A,100.0,Pa
237Np,214.01,0.0357,67658049289525.25,A,100.0,Pa
237Np,222.6,0.002,67658049289525.25,A,100.0,Pa
237Np,229.94,0.011,67658049289525.25,A,100.0,Pa
237Np,237.884,0.0572,67658049289525.25,A,100.0,Pa
237Np,248.93,0.005,67658049289525.25,A,100.0,Pa
237Np,257.09,0.0064,67658049289525.25,A,100.0,Pa
237Np,262.44,0.00471,67658049289525.25,A,100.0,Pa
237Np,279.65,0.0109,67658049289525.25,A,100.0,Pa
237Np,288.3,0.0164,67658049289525.25,A,100.0,Pa
237Np,16.228,48.4695105615452,67658049289525.25,A,100.0,Pa
237Np,92.282,1.3973722738090903,67658049289525.25,A,100.0,Pa
237Np,95.865,2.2487484290458486,67658049289525.25,A,100.0,Pa
237Np,108.373,0.806013239764796,67658049289525.25,A,100.0,Pa
237Np,109.74,1.0792517280450618,67658049289525.25,A,100.0,Pa
