Isotope,Energy (keV),XS (mb),Info
82Kr,711.08,14.3741,"(n,n') XS"
82Kr,827.8299999999999,12.5536,"(n,n') XS"
82Kr,1435.4199999999998,11.7981,"(n,n') XS"
82Kr,1180.26,11.1042,"(n,n') XS"
82Kr,1127.42,10.5584,"(n,n') XS"
82Kr,1650.3600000000001,9.31885,"(n,n') XS"
82Kr,755.73,8.65267,"(n,n') XS"
82Kr,183.10000000000002,7.25522,"(n,n') XS"
82Kr,1021.4000000000001,6.94727,"(n,n') XS"
82Kr,1086.8,6.7275,"(n,n') XS"
82Kr,1956.78,4.79721,"(n,n') XS"
82Kr,951.98,4.72297,"(n,n') XS"
82Kr,455.03,4.42602,"(n,n') XS"
82Kr,584.3199999999999,4.20882,"(n,n') XS"
82Kr,975.19,4.20626,"(n,n') XS"
82Kr,1703.2,3.84923,"(n,n') XS"
82Kr,1673.57,3.53365,"(n,n') XS"
82Kr,2167.62,3.51385,"(n,n') XS"
82Kr,703.55,3.42309,"(n,n') XS"
82Kr,336.14,3.24447,"(n,n') XS"
82Kr,1779.6499999999999,3.22809,"(n,n') XS"
82Kr,2479.72,3.12183,"(n,n') XS"
82Kr,1879.34,2.82347,"(n,n') XS"
82Kr,1374.8400000000001,2.5954,"(n,n') XS"
82Kr,1847.1,1.99673,"(n,n') XS"
82Kr,2545.48,1.99673,"(n,n') XS"
82Kr,735.64,1.95738,"(n,n') XS"
82Kr,209.74,1.90001,"(n,n') XS"
82Kr,1771.19,1.79775,"(n,n') XS"
82Kr,2410.2999999999997,1.75154,"(n,n') XS"
82Kr,977.03,1.60879,"(n,n') XS"
82Kr,1168.26,1.58085,"(n,n') XS"
82Kr,247.76999999999998,1.57621,"(n,n') XS"
82Kr,3077.0,1.46362,"(n,n') XS"
82Kr,2300.48,1.46362,"(n,n') XS"
82Se,654.75,311.424,"(n,n') XS"
82Se,1080.3700000000001,116.241,"(n,n') XS"
82Se,1409.88,49.1043,"(n,n') XS"
82Se,1731.5100000000002,38.6926,"(n,n') XS"
82Se,343.39,31.762,"(n,n') XS"
82Se,2354.44,30.4074,"(n,n') XS"
82Se,373.5,24.038,"(n,n') XS"
82Se,1895.56,21.0156,"(n,n') XS"
82Se,818.8,19.1206,"(n,n') XS"
82Se,815.1899999999999,10.926,"(n,n') XS"
82Se,1076.76,10.0629,"(n,n') XS"
82Se,1368.18,8.59774,"(n,n') XS"
82Se,560.48,8.25018,"(n,n') XS"
82Se,755.5500000000001,6.24521,"(n,n') XS"
82Se,2584.05,4.12666,"(n,n') XS"
82Se,3034.15,3.99798,"(n,n') XS"
82Se,1543.99,3.56282,"(n,n') XS"
82Se,1507.29,3.0953,"(n,n') XS"
82Se,2723.7200000000003,2.60329,"(n,n') XS"
82Se,1646.96,2.49888,"(n,n') XS"
82Se,1971.03,2.22337,"(n,n') XS"
82Se,1860.1799999999998,1.85267,"(n,n') XS"
82Se,3263.15,1.75903,"(n,n') XS"
82Se,2066.49,1.72991,"(n,n') XS"
82Se,3143.25,1.72991,"(n,n') XS"
82Se,1113.69,1.67337,"(n,n') XS"
82Se,903.87,1.64998,"(n,n') XS"
82Se,1410.42,1.58538,"(n,n') XS"
82Se,3102.25,1.54409,"(n,n') XS"
82Se,971.38,1.47701,"(n,n') XS"
82Se,2133.57,1.22579,"(n,n') XS"
82Se,2981.1,1.18717,"(n,n') XS"
82Se,4134.0,0.729427,"(n,n') XS"
82Se,3479.25,0.729427,"(n,n') XS"
82Se,2734.4900000000002,0.724428,"(n,n') XS"
82Se,3811.25,0.724428,"(n,n') XS"
82Se,3880.25,0.666541,"(n,n') XS"
82Se,2803.4900000000002,0.666541,"(n,n') XS"
82Se,3009.25,0.552189,"(n,n') XS"
82Se,2346.7,0.494181,"(n,n') XS"
82Se,2181.39,0.309488,"(n,n') XS"
82Se,1714.39,0.249476,"(n,n') XS"
82Se,3591.6899999999996,0.222333,"(n,n') XS"
82Se,3176.25,0.154394,"(n,n') XS"
82Se,2976.54,0.118974,"(n,n') XS"
82Se,1899.78,0.079716,"(n,n') XS"
83Kr,1122.06,134.902,"(n,n') XS"
83Kr,1011.8000000000001,44.4418,"(n,n') XS"
83Kr,1093.34,16.2948,"(n,n') XS"
83Kr,529.5999999999999,14.0496,"(n,n') XS"
83Kr,520.4,13.3536,"(n,n') XS"
83Kr,709.68,9.28991,"(n,n') XS"
83Kr,1721.4799999999998,8.91895,"(n,n') XS"
83Kr,648.74,7.96481,"(n,n') XS"
83Kr,789.79,7.67692,"(n,n') XS"
83Kr,967.1999999999999,5.27338,"(n,n') XS"
83Kr,599.42,5.1092,"(n,n') XS"
83Kr,1658.59,5.10697,"(n,n') XS"
83Kr,656.2,5.10697,"(n,n') XS"
83Kr,618.73,4.82995,"(n,n') XS"
83Kr,552.55,4.70029,"(n,n') XS"
83Kr,9.41,4.35212,"(n,n') XS"
83Kr,1738.2,3.18645,"(n,n') XS"
83Kr,1728.79,2.96294,"(n,n') XS"
83Kr,799.2,2.77069,"(n,n') XS"
83Kr,650.7199999999999,2.68914,"(n,n') XS"
83Kr,680.89,2.6283,"(n,n') XS"
83Kr,1519.76,2.53147,"(n,n') XS"
83Kr,1002.4,2.31084,"(n,n') XS"
83Kr,1161.03,2.27469,"(n,n') XS"
83Kr,1529.16,2.21433,"(n,n') XS"
83Kr,717.7099999999999,2.0458,"(n,n') XS"
83Kr,1212.46,1.77467,"(n,n') XS"
83Kr,642.85,1.65594,"(n,n') XS"
83Kr,1214.0,1.65594,"(n,n') XS"
83Kr,635.4499999999999,1.625,"(n,n') XS"
83Kr,1170.4399999999998,1.61482,"(n,n') XS"
83Kr,1102.75,1.49906,"(n,n') XS"
83Kr,1516.91,1.45232,"(n,n') XS"
83Kr,480.14,1.31949,"(n,n') XS"
83Kr,616.14,1.30665,"(n,n') XS"
83Kr,559.03,1.29856,"(n,n') XS"
83Kr,1043.4399999999998,1.14923,"(n,n') XS"
83Kr,1075.6,1.14923,"(n,n') XS"
83Kr,966.9499999999999,1.12373,"(n,n') XS"
83Kr,847.8,1.12373,"(n,n') XS"
83Kr,976.14,1.12373,"(n,n') XS"
83Kr,838.86,1.10737,"(n,n') XS"
83Kr,300.8,1.07434,"(n,n') XS"
83Kr,528.85,1.07434,"(n,n') XS"
83Kr,2188.0,1.04769,"(n,n') XS"
83Kr,1388.8,1.04769,"(n,n') XS"
83Kr,119.15,0.891997,"(n,n') XS"
83Kr,608.48,0.795898,"(n,n') XS"
83Kr,1583.34,0.763844,"(n,n') XS"
83Kr,843.4399999999999,0.749502,"(n,n') XS"
84Kr,881.61,442.44,"(n,n') XS"
84Kr,1213.3899999999999,165.681,"(n,n') XS"
84Kr,1463.8500000000001,102.863,"(n,n') XS"
84Kr,1077.55,66.4085,"(n,n') XS"
84Kr,425.48,49.2493,"(n,n') XS"
84Kr,1897.78,48.1045,"(n,n') XS"
84Kr,802.5,38.7896,"(n,n') XS"
84Kr,1016.1700000000001,22.6566,"(n,n') XS"
84Kr,1124.35,22.1782,"(n,n') XS"
84Kr,943.2199999999999,15.7115,"(n,n') XS"
84Kr,1979.48,10.7025,"(n,n') XS"
84Kr,605.2800000000001,10.3162,"(n,n') XS"
84Kr,367.77,10.3062,"(n,n') XS"
84Kr,448.40999999999997,9.22659,"(n,n') XS"
84Kr,1741.3700000000001,6.75311,"(n,n') XS"
84Kr,963.31,6.58251,"(n,n') XS"
84Kr,63.519999999999996,6.39161,"(n,n') XS"
84Kr,1607.5900000000001,4.63523,"(n,n') XS"
84Kr,394.2,4.60346,"(n,n') XS"
84Kr,243.65,4.59701,"(n,n') XS"
84Kr,1877.6699999999998,4.47797,"(n,n') XS"
84Kr,2301.6800000000003,3.76269,"(n,n') XS"
84Kr,1893.3899999999999,3.36727,"(n,n') XS"
84Kr,2775.0,3.36727,"(n,n') XS"
84Kr,612.11,3.09618,"(n,n') XS"
84Kr,955.68,3.03139,"(n,n') XS"
84Kr,1331.74,2.97098,"(n,n') XS"
84Kr,1088.29,2.85978,"(n,n') XS"
84Kr,2160.5,2.81289,"(n,n') XS"
84Kr,447.68,2.80782,"(n,n') XS"
84Kr,736.9200000000001,2.65064,"(n,n') XS"
84Kr,2484.27,2.43842,"(n,n') XS"
84Kr,419.15000000000003,2.37608,"(n,n') XS"
84Kr,2759.2799999999997,2.37339,"(n,n') XS"
84Kr,541.4499999999999,2.19846,"(n,n') XS"
84Kr,947.11,2.16631,"(n,n') XS"
84Kr,547.06,2.11206,"(n,n') XS"
84Kr,2200.77,2.06729,"(n,n') XS"
84Kr,2688.39,2.05434,"(n,n') XS"
84Kr,1672.22,2.05434,"(n,n') XS"
84Kr,2545.13,2.05025,"(n,n') XS"
84Kr,519.07,1.99624,"(n,n') XS"
84Kr,987.38,1.93546,"(n,n') XS"
84Kr,354.82000000000005,1.90092,"(n,n') XS"
84Kr,1543.5,1.8339,"(n,n') XS"
84Kr,1577.97,1.73976,"(n,n') XS"
84Kr,938.22,1.68715,"(n,n') XS"
84Kr,637.21,1.62614,"(n,n') XS"
84Kr,1818.67,1.55144,"(n,n') XS"
84Kr,3225.0,1.48082,"(n,n') XS"
85Rb,514.01,264.171,"(n,n') XS"
85Rb,779.36,106.587,"(n,n') XS"
85Rb,151.16,77.1985,"(n,n') XS"
85Rb,868.98,57.7137,"(n,n') XS"
85Rb,1233.79,28.424,"(n,n') XS"
85Rb,306.02000000000004,17.049,"(n,n') XS"
85Rb,660.99,17.049,"(n,n') XS"
85Rb,1891.0,16.5514,"(n,n') XS"
85Rb,784.1700000000001,16.3425,"(n,n') XS"
85Rb,950.9499999999999,14.6798,"(n,n') XS"
85Rb,129.83,13.4017,"(n,n') XS"
85Rb,1288.19,11.1822,"(n,n') XS"
85Rb,1445.06,8.95116,"(n,n') XS"
85Rb,448.88,8.19112,"(n,n') XS"
85Rb,1233.05,7.12621,"(n,n') XS"
85Rb,935.33,6.8153,"(n,n') XS"
85Rb,731.82,6.63362,"(n,n') XS"
85Rb,935.2,5.15354,"(n,n') XS"
85Rb,454.43,4.83107,"(n,n') XS"
85Rb,450.84000000000003,4.53731,"(n,n') XS"
85Rb,576.08,4.20751,"(n,n') XS"
85Rb,1083.2900000000002,3.57348,"(n,n') XS"
85Rb,762.48,3.56631,"(n,n') XS"
85Rb,1778.54,3.45163,"(n,n') XS"
85Rb,734.66,3.2825,"(n,n') XS"
85Rb,1786.9299999999998,3.2438,"(n,n') XS"
85Rb,768.54,2.78904,"(n,n') XS"
85Rb,1144.78,2.66308,"(n,n') XS"
85Rb,799.79,1.55598,"(n,n') XS"
85Rb,1631.4599999999998,1.35893,"(n,n') XS"
85Rb,1295.94,1.31556,"(n,n') XS"
85Rb,1852.62,1.25763,"(n,n') XS"
85Rb,354.97,1.2117,"(n,n') XS"
85Rb,498.26,1.18552,"(n,n') XS"
85Rb,931.0500000000001,1.09205,"(n,n') XS"
85Rb,1387.6399999999999,1.07171,"(n,n') XS"
85Rb,1876.9499999999998,1.06206,"(n,n') XS"
85Rb,1234.45,0.982864,"(n,n') XS"
85Rb,1449.21,0.938187,"(n,n') XS"
85Rb,919.6999999999999,0.920539,"(n,n') XS"
85Rb,1345.1299999999999,0.90569,"(n,n') XS"
85Rb,1120.8,0.905461,"(n,n') XS"
85Rb,1272.92,0.798005,"(n,n') XS"
85Rb,1641.12,0.791288,"(n,n') XS"
85Rb,1999.9,0.681562,"(n,n') XS"
85Rb,1758.51,0.676897,"(n,n') XS"
85Rb,508.83,0.670959,"(n,n') XS"
85Rb,1108.4099999999999,0.647892,"(n,n') XS"
85Rb,717.82,0.577143,"(n,n') XS"
85Rb,436.94,0.55789,"(n,n') XS"
86Kr,1564.75,346.79,"(n,n') XS"
86Kr,685.25,163.363,"(n,n') XS"
86Kr,1534.23,57.2883,"(n,n') XS"
86Kr,1566.48,36.4611,"(n,n') XS"
86Kr,1685.3,25.6855,"(n,n') XS"
86Kr,2349.78,13.5672,"(n,n') XS"
86Kr,1814.29,12.8695,"(n,n') XS"
86Kr,1075.0,12.6227,"(n,n') XS"
86Kr,226.02,12.6227,"(n,n') XS"
86Kr,3010.0,11.3559,"(n,n') XS"
86Kr,460.52,10.9697,"(n,n') XS"
86Kr,341.7,10.9697,"(n,n') XS"
86Kr,1285.7099999999998,9.3347,"(n,n') XS"
86Kr,614.22,8.33541,"(n,n') XS"
86Kr,1361.57,8.28479,"(n,n') XS"
86Kr,785.03,6.24013,"(n,n') XS"
86Kr,773.0,5.96022,"(n,n') XS"
86Kr,247.81,4.88921,"(n,n') XS"
86Kr,973.02,4.23761,"(n,n') XS"
86Kr,1822.0,4.23761,"(n,n') XS"
86Kr,2010.25,4.21774,"(n,n') XS"
86Kr,1325.0,4.21774,"(n,n') XS"
86Kr,495.40000000000003,3.50148,"(n,n') XS"
86Kr,262.79999999999995,3.50088,"(n,n') XS"
86Kr,2394.25,3.40801,"(n,n') XS"
86Kr,1709.0,3.40801,"(n,n') XS"
86Kr,629.21,2.66074,"(n,n') XS"
86Kr,1925.0,2.51125,"(n,n') XS"
86Kr,2610.25,2.51125,"(n,n') XS"
86Kr,1790.0,2.29,"(n,n') XS"
86Kr,2475.25,2.29,"(n,n') XS"
86Kr,2926.32,2.03017,"(n,n') XS"
86Kr,2149.0,1.81243,"(n,n') XS"
86Kr,2834.25,1.81243,"(n,n') XS"
86Kr,500.68,1.49335,"(n,n') XS"
86Kr,2309.0,1.43577,"(n,n') XS"
86Kr,2994.25,1.43577,"(n,n') XS"
86Kr,2546.25,1.41634,"(n,n') XS"
86Kr,4111.0,1.41634,"(n,n') XS"
86Kr,2751.41,1.35148,"(n,n') XS"
86Kr,4194.0,1.29827,"(n,n') XS"
86Kr,2629.25,1.29827,"(n,n') XS"
86Kr,758.1999999999999,1.12018,"(n,n') XS"
86Kr,1159.25,0.947765,"(n,n') XS"
86Kr,2724.0,0.947765,"(n,n') XS"
86Kr,1389.84,0.621503,"(n,n') XS"
86Kr,3101.25,0.522206,"(n,n') XS"
86Kr,4666.0,0.522206,"(n,n') XS"
86Kr,4706.0,0.504488,"(n,n') XS"
86Kr,3141.25,0.504488,"(n,n') XS"
86Sr,1076.68,629.041,"(n,n') XS"
86Sr,1153.06,372.875,"(n,n') XS"
86Sr,627.26,135.898,"(n,n') XS"
86Sr,443.09999999999997,116.985,"(n,n') XS"
86Sr,627.74,89.1866,"(n,n') XS"
86Sr,777.49,85.4303,"(n,n') XS"
86Sr,1854.17,65.3581,"(n,n') XS"
86Sr,2365.0,41.1217,"(n,n') XS"
86Sr,98.68,32.6692,"(n,n') XS"
86Sr,382.94,24.356,"(n,n') XS"
86Sr,826.04,22.1403,"(n,n') XS"
86Sr,1024.1100000000001,21.5968,"(n,n') XS"
86Sr,809.36,19.3994,"(n,n') XS"
86Sr,835.7099999999999,14.2026,"(n,n') XS"
86Sr,1711.82,12.4528,"(n,n') XS"
86Sr,1920.6799999999998,11.8271,"(n,n') XS"
86Sr,1801.6000000000001,9.40261,"(n,n') XS"
86Sr,235.52,8.48429,"(n,n') XS"
86Sr,756.36,8.28619,"(n,n') XS"
86Sr,190.92999999999998,7.25322,"(n,n') XS"
86Sr,644.78,7.10183,"(n,n') XS"
86Sr,1565.51,7.03146,"(n,n') XS"
86Sr,2642.1899999999996,6.39777,"(n,n') XS"
86Sr,1507.9,5.61365,"(n,n') XS"
86Sr,264.48,5.51636,"(n,n') XS"
86Sr,2497.0,4.877,"(n,n') XS"
86Sr,1420.32,4.877,"(n,n') XS"
86Sr,1027.0,4.82159,"(n,n') XS"
86Sr,1132.3300000000002,4.71571,"(n,n') XS"
86Sr,618.46,4.58183,"(n,n') XS"
86Sr,1270.17,4.09801,"(n,n') XS"
86Sr,444.13000000000005,4.05714,"(n,n') XS"
86Sr,515.4499999999999,2.77916,"(n,n') XS"
86Sr,689.23,2.7506,"(n,n') XS"
86Sr,2568.2999999999997,2.71224,"(n,n') XS"
86Sr,2353.32,2.56238,"(n,n') XS"
86Sr,3430.0,2.56238,"(n,n') XS"
86Sr,882.9399999999999,2.53754,"(n,n') XS"
86Sr,1968.3200000000002,2.44415,"(n,n') XS"
86Sr,3045.0,2.44415,"(n,n') XS"
86Sr,3185.0,2.04567,"(n,n') XS"
86Sr,2108.32,2.04567,"(n,n') XS"
86Sr,502.8,1.95128,"(n,n') XS"
86Sr,359.98999999999995,1.86916,"(n,n') XS"
86Sr,1163.07,1.42154,"(n,n') XS"
86Sr,238.16,1.37877,"(n,n') XS"
86Sr,767.62,1.36016,"(n,n') XS"
86Sr,2451.46,1.35656,"(n,n') XS"
86Sr,3528.14,1.35656,"(n,n') XS"
86Sr,2106.0,1.34175,"(n,n') XS"
87Rb,402.59000000000003,331.863,"(n,n') XS"
87Rb,1175.3100000000002,124.359,"(n,n') XS"
87Rb,1547.4099999999999,71.9751,"(n,n') XS"
87Rb,2378.39,46.5393,"(n,n') XS"
87Rb,815.0,35.1041,"(n,n') XS"
87Rb,1086.0,35.1041,"(n,n') XS"
87Rb,63.0,29.5744,"(n,n') XS"
87Rb,1610.4099999999999,29.5744,"(n,n') XS"
87Rb,334.0,25.869,"(n,n') XS"
87Rb,1881.41,25.869,"(n,n') XS"
87Rb,845.4399999999999,18.9368,"(n,n') XS"
87Rb,94.11,12.618,"(n,n') XS"
87Rb,894.5999999999999,12.618,"(n,n') XS"
87Rb,1778.1,12.553,"(n,n') XS"
87Rb,977.61,12.553,"(n,n') XS"
87Rb,946.77,7.94656,"(n,n') XS"
87Rb,1389.78,6.05996,"(n,n') XS"
87Rb,3308.49,5.36469,"(n,n') XS"
87Rb,1396.1,5.30193,"(n,n') XS"
87Rb,595.61,5.30193,"(n,n') XS"
87Rb,2554.81,4.92882,"(n,n') XS"
87Rb,1740.57,4.742,"(n,n') XS"
87Rb,2328.41,4.28365,"(n,n') XS"
87Rb,781.0,4.28365,"(n,n') XS"
87Rb,1463.0,3.68329,"(n,n') XS"
87Rb,2388.0,3.09762,"(n,n') XS"
87Rb,1542.56,3.09762,"(n,n') XS"
87Rb,1256.72,2.52642,"(n,n') XS"
87Rb,3055.1499999999996,2.04143,"(n,n') XS"
87Rb,1388.0,1.62723,"(n,n') XS"
87Rb,2935.41,1.62723,"(n,n') XS"
87Rb,2011.85,1.58144,"(n,n') XS"
87Rb,1337.98,1.47509,"(n,n') XS"
87Rb,987.19,1.45453,"(n,n') XS"
87Rb,2156.56,1.34066,"(n,n') XS"
87Rb,3002.0,1.34066,"(n,n') XS"
87Rb,2558.03,1.2053,"(n,n') XS"
87Rb,1684.56,1.07217,"(n,n') XS"
87Rb,2530.0,1.07217,"(n,n') XS"
87Rb,673.87,1.03743,"(n,n') XS"
87Rb,430.0,0.890216,"(n,n') XS"
87Rb,1490.41,0.890216,"(n,n') XS"
87Rb,2811.25,0.881534,"(n,n') XS"
87Rb,2408.66,0.625886,"(n,n') XS"
87Rb,2652.56,0.571525,"(n,n') XS"
87Rb,1060.41,0.552709,"(n,n') XS"
87Rb,894.05,0.541783,"(n,n') XS"
87Rb,1994.41,0.541245,"(n,n') XS"
87Rb,934.0,0.541245,"(n,n') XS"
87Rb,755.13,0.422129,"(n,n') XS"
87Sr,1740.0,222.583,"(n,n') XS"
87Sr,856.0,39.7379,"(n,n') XS"
87Sr,2153.5,36.5274,"(n,n') XS"
87Sr,484.81,35.7708,"(n,n') XS"
87Sr,1228.42,26.4673,"(n,n') XS"
87Sr,2536.3,17.3135,"(n,n') XS"
87Sr,865.4,16.3628,"(n,n') XS"
87Sr,2235.7,16.125,"(n,n') XS"
87Sr,1920.48,14.3609,"(n,n') XS"
87Sr,2555.0,7.83792,"(n,n') XS"
87Sr,1321.58,6.51441,"(n,n') XS"
87Sr,355.08,4.73692,"(n,n') XS"
87Sr,868.66,4.13231,"(n,n') XS"
87Sr,1742.0,4.13231,"(n,n') XS"
87Sr,1770.46,3.91969,"(n,n') XS"
87Sr,1590.47,3.89947,"(n,n') XS"
87Sr,2818.8900000000003,3.89947,"(n,n') XS"
87Sr,2532.7999999999997,3.28766,"(n,n') XS"
87Sr,1304.38,3.28766,"(n,n') XS"
87Sr,380.59,3.05913,"(n,n') XS"
87Sr,787.0200000000001,3.04805,"(n,n') XS"
87Sr,692.0600000000001,2.87221,"(n,n') XS"
87Sr,1388.66,2.86558,"(n,n') XS"
87Sr,2262.0,2.86558,"(n,n') XS"
87Sr,2488.0,2.6312,"(n,n') XS"
87Sr,1614.66,2.6312,"(n,n') XS"
87Sr,1166.46,1.90714,"(n,n') XS"
87Sr,542.04,1.76403,"(n,n') XS"
87Sr,1236.71,1.67181,"(n,n') XS"
87Sr,2656.0,1.60671,"(n,n') XS"
87Sr,1782.6599999999999,1.60671,"(n,n') XS"
87Sr,2025.96,1.60119,"(n,n') XS"
87Sr,1547.0600000000002,1.44945,"(n,n') XS"
87Sr,1665.6599999999999,1.24807,"(n,n') XS"
87Sr,1310.5800000000002,1.24807,"(n,n') XS"
87Sr,516.52,1.21554,"(n,n') XS"
87Sr,1296.0700000000002,0.960873,"(n,n') XS"
87Sr,911.54,0.891389,"(n,n') XS"
87Sr,2288.3,0.751344,"(n,n') XS"
87Sr,2803.15,0.695405,"(n,n') XS"
87Sr,1929.81,0.695405,"(n,n') XS"
87Sr,1541.15,0.336197,"(n,n') XS"
87Sr,1721.52,0.317559,"(n,n') XS"
87Sr,1377.06,0.181913,"(n,n') XS"
87Sr,2242.47,0.181913,"(n,n') XS"
87Sr,2290.47,0.171497,"(n,n') XS"
87Sr,1425.06,0.171497,"(n,n') XS"
87Sr,1803.49,0.127767,"(n,n') XS"
87Sr,856.12,0.12372,"(n,n') XS"
87Sr,915.4799999999999,0.0941693,"(n,n') XS"
88Sr,1836.09,575.893,"(n,n') XS"
88Sr,898.0500000000001,393.983,"(n,n') XS"
88Sr,850.65,188.448,"(n,n') XS"
88Sr,434.86,78.5566,"(n,n') XS"
88Sr,1218.51,50.8623,"(n,n') XS"
88Sr,348.25,39.0793,"(n,n') XS"
88Sr,3993.0,21.7758,"(n,n') XS"
88Sr,2463.5600000000004,19.847,"(n,n') XS"
88Sr,612.77,18.3264,"(n,n') XS"
88Sr,244.91,18.3264,"(n,n') XS"
88Sr,936.61,15.7294,"(n,n') XS"
88Sr,1382.43,12.747,"(n,n') XS"
88Sr,1565.52,10.1219,"(n,n') XS"
88Sr,1717.8899999999999,10.0022,"(n,n') XS"
88Sr,1799.03,9.54682,"(n,n') XS"
88Sr,1686.85,7.17377,"(n,n') XS"
88Sr,585.6400000000001,6.99694,"(n,n') XS"
88Sr,3486.56,6.92246,"(n,n') XS"
88Sr,3378.1,6.90653,"(n,n') XS"
88Sr,1706.66,6.45407,"(n,n') XS"
88Sr,2681.88,5.94969,"(n,n') XS"
88Sr,4035.5999999999995,5.26359,"(n,n') XS"
88Sr,2388.0099999999998,4.99563,"(n,n') XS"
88Sr,2202.98,4.83834,"(n,n') XS"
88Sr,3522.94,4.66281,"(n,n') XS"
88Sr,783.11,4.61367,"(n,n') XS"
88Sr,1534.6,4.04753,"(n,n') XS"
88Sr,2518.91,3.78501,"(n,n') XS"
88Sr,1620.8700000000001,3.78501,"(n,n') XS"
88Sr,2411.9,3.73525,"(n,n') XS"
88Sr,3218.51,3.6201,"(n,n') XS"
88Sr,2734.13,3.03363,"(n,n') XS"
88Sr,4226.6,3.01727,"(n,n') XS"
88Sr,2577.87,2.72491,"(n,n') XS"
88Sr,2677.94,2.70627,"(n,n') XS"
88Sr,1436.29,2.0985,"(n,n') XS"
88Sr,1304.94,1.40339,"(n,n') XS"
88Sr,1513.85,1.12037,"(n,n') XS"
88Sr,2199.51,1.00033,"(n,n') XS"
88Sr,683.86,0.839636,"(n,n') XS"
88Sr,1679.83,0.763145,"(n,n') XS"
88Sr,867.24,0.750242,"(n,n') XS"
88Sr,1315.9099999999999,0.712728,"(n,n') XS"
88Sr,3152.0,0.712728,"(n,n') XS"
88Sr,683.9499999999999,0.687909,"(n,n') XS"
88Sr,416.60999999999996,0.563259,"(n,n') XS"
88Sr,484.38,0.471563,"(n,n') XS"
88Sr,891.02,0.316086,"(n,n') XS"
88Sr,1779.8899999999999,0.297713,"(n,n') XS"
88Sr,4413.96,0.190746,"(n,n') XS"
89Y,1657.5800000000002,89.1978,"(n,n') XS"
89Y,1507.4099999999999,73.8427,"(n,n') XS"
89Y,1984.01,67.6885,"(n,n') XS"
89Y,1744.74,61.097,"(n,n') XS"
89Y,1962.73,43.0997,"(n,n') XS"
89Y,776.89,34.9231,"(n,n') XS"
89Y,1313.46,33.7067,"(n,n') XS"
89Y,1620.83,30.6082,"(n,n') XS"
89Y,1713.13,28.4385,"(n,n') XS"
89Y,3107.26,22.6874,"(n,n') XS"
89Y,1778.03,16.9001,"(n,n') XS"
89Y,715.02,15.5046,"(n,n') XS"
89Y,2712.13,8.75186,"(n,n') XS"
89Y,2721.33,8.64184,"(n,n') XS"
89Y,2881.53,7.73417,"(n,n') XS"
89Y,2542.3300000000004,7.08335,"(n,n') XS"
89Y,3138.9,6.90074,"(n,n') XS"
89Y,2501.7299999999996,6.11611,"(n,n') XS"
89Y,1996.1899999999998,5.99679,"(n,n') XS"
89Y,3067.7599999999998,5.34819,"(n,n') XS"
89Y,2838.73,5.11049,"(n,n') XS"
89Y,1740.1899999999998,4.4722,"(n,n') XS"
89Y,2687.0,4.22503,"(n,n') XS"
89Y,3515.8999999999996,3.19715,"(n,n') XS"
89Y,2049.9900000000002,2.87877,"(n,n') XS"
89Y,1362.52,2.4955,"(n,n') XS"
89Y,1599.85,2.31401,"(n,n') XS"
89Y,2008.16,2.3129,"(n,n') XS"
89Y,1280.2,2.20867,"(n,n') XS"
89Y,2065.2599999999998,2.20867,"(n,n') XS"
89Y,2648.43,2.18811,"(n,n') XS"
89Y,450.46000000000004,2.16526,"(n,n') XS"
89Y,2806.33,1.70803,"(n,n') XS"
89Y,1492.87,1.36651,"(n,n') XS"
89Y,1631.49,1.1249,"(n,n') XS"
89Y,2451.0299999999997,1.06822,"(n,n') XS"
89Y,326.43,0.947445,"(n,n') XS"
89Y,916.47,0.834959,"(n,n') XS"
89Y,2843.93,0.809469,"(n,n') XS"
89Y,1812.6599999999999,0.719467,"(n,n') XS"
89Y,1560.35,0.566911,"(n,n') XS"
89Y,1815.26,0.550969,"(n,n') XS"
89Y,3560.0,0.550969,"(n,n') XS"
89Y,843.6,0.531297,"(n,n') XS"
89Y,2045.2599999999998,0.390244,"(n,n') XS"
89Y,3790.0,0.390244,"(n,n') XS"
89Y,364.70000000000005,0.3778,"(n,n') XS"
89Y,3247.6,0.330941,"(n,n') XS"
89Y,342.2,0.277578,"(n,n') XS"
89Y,3360.0,0.267055,"(n,n') XS"
90Zr,2319.0,367.79,"(n,n') XS"
90Zr,2186.27,296.514,"(n,n') XS"
90Zr,2747.8799999999997,132.899,"(n,n') XS"
90Zr,1129.23,113.713,"(n,n') XS"
90Zr,420.3,98.8983,"(n,n') XS"
90Zr,890.6500000000001,65.0213,"(n,n') XS"
90Zr,1760.71,54.6719,"(n,n') XS"
90Zr,141.19,46.2095,"(n,n') XS"
90Zr,3308.8,18.5463,"(n,n') XS"
90Zr,132.73,18.5341,"(n,n') XS"
90Zr,2056.07,18.3977,"(n,n') XS"
90Zr,1913.22,17.7171,"(n,n') XS"
90Zr,1488.6999999999998,17.4201,"(n,n') XS"
90Zr,3842.2000000000003,13.3453,"(n,n') XS"
90Zr,1211.12,10.3615,"(n,n') XS"
90Zr,1640.0,10.3615,"(n,n') XS"
90Zr,2222.3700000000003,8.98025,"(n,n') XS"
90Zr,4237.9,8.14106,"(n,n') XS"
90Zr,4475.0,8.06282,"(n,n') XS"
90Zr,4495.0,7.8482,"(n,n') XS"
90Zr,1743.0,7.80313,"(n,n') XS"
