Isotope,Energy (keV),XS (mb),Info
25Mg,2341.1400000000003,0.103216,"(n,n')25Mg"
25Mg,4249.12,0.102726,"(n,3He)22Ne"
25Mg,2510.15,0.0893537,"(n,g)26Mg"
25Mg,5971.599999999999,0.0831116,"(n,n')25Mg"
25Mg,6120.099999999999,0.0793133,"(n,3He)22Ne"
25Mg,2563.3599999999997,0.0736593,"(n,n')25Mg"
25Mg,1713.74,0.0711111,"(n,n')25Mg"
25Mg,1686.6000000000001,0.0688106,"(n,n')25Mg"
25Mg,2553.1600000000003,0.0636525,"(n,n')25Mg"
25Mg,1104.3,0.0581805,"(n,n')25Mg"
25Mg,1779.83,0.0563076,"(n,g)26Mg"
25Mg,2107.96,0.0546512,"(n,n')25Mg"
25Mg,1003.2099999999999,0.0505153,"(n,g)26Mg"
25Mg,563.2,0.045095,"(n,D)24Na"
25Mg,2946.94,0.0400881,"(n,n')25Mg"
25Mg,778.26,0.0357879,"(n,D)24Na"
25Mg,5163.36,0.0328016,"(n,n')25Mg"
25Mg,2132.82,0.0309692,"(n,g)26Mg"
25Mg,3692.06,0.0294629,"(n,n')25Mg"
25Mg,1041.4699999999998,0.0290746,"(n,n')25Mg"
25Mg,3092.5699999999997,0.0277732,"(n,g)26Mg"
25Mg,2938.34,0.0263924,"(n,g)26Mg"
25Mg,1896.79,0.025813,"(n,g)26Mg"
25Mg,2541.35,0.0256627,"(n,g)26Mg"
25Mg,1411.74,0.023868,"(n,g)26Mg"
25Mg,863.73,0.0238496,"(n,n')25Mg"
25Mg,4722.2,0.0205227,"(n,n')25Mg"
25Mg,4531.4800000000005,0.0200983,"(n,n')25Mg"
25Mg,1636.02,0.0180162,"(n,T)23Na"
25Mg,2061.5299999999997,0.0165602,"(n,n')25Mg"
25Mg,1840.5,0.016032,"(n,n')25Mg"
25Mg,1703.1499999999999,0.0134002,"(n,n')25Mg"
25Mg,1796.25,0.013184,"(n,n')25Mg"
25Mg,2911.54,0.0123566,"(n,n')25Mg"
25Mg,1772.6,0.0118078,"(n,2n)24Mg"
25Mg,2523.8399999999997,0.00959266,"(n,g)26Mg"
25Mg,850.01,0.00533209,"(n,n')25Mg"
25Mg,4835.13,0.00338108,"(n,g)26Mg"
25Mg,2033.9499999999998,0.00322783,"(n,g)26Mg"
25Mg,4318.88,0.00268088,"(n,g)26Mg"
25Mg,1395.18,0.00242738,"(n,a)21Ne"
25Mg,1394.23,0.00185158,"(n,g)26Mg"
25Mg,1887.95,0.00174514,"(n,2n)24Mg"
25Mg,2076.01,0.00160891,"(n,T)23Na"
25Mg,775.7199999999999,0.00159565,"(n,2n)24Mg"
25Mg,783.42,0.00159079,"(n,D)24Na"
25Mg,3026.4,0.00123893,"(n,g)26Mg"
25Mg,959.75,0.00111106,"(n,g)26Mg"
25Mg,4332.57,0.000729071,"(n,g)26Mg"
25Mg,1962.96,0.000555529,"(n,g)26Mg"
25Mg,4350.08,0.00051337,"(n,g)26Mg"
25Mg,3941.5499999999997,0.00040412,"(n,g)26Mg"
25Mg,3163.56,0.000258219,"(n,g)26Mg"
25Mg,1745.91,0.000122343,"(n,a)21Ne"
25Mg,408.53000000000003,8.98398e-05,"(n,g)26Mg"
25Mg,2390.73,9.64281e-06,"(n,T)23Na"
25Mg,1950.74,5.02306e-06,"(n,T)23Na"
25Mg,2639.85,1.68439e-08,"(n,T)23Na"
25Mg,2263.51,3.95821e-09,"(n,T)23Na"
25Mg,627.49,2.15297e-09,"(n,T)23Na"
26Mg,1808.73,528.896,"(n,n')26Mg"
26Mg,1129.61,151.944,"(n,n')26Mg"
26Mg,585.04,65.1836,"(n,2n)25Mg"
26Mg,2510.15,54.5299,"(n,n')26Mg"
26Mg,1003.2099999999999,40.6431,"(n,n')26Mg"
26Mg,3092.5699999999997,27.5381,"(n,n')26Mg"
26Mg,2541.35,25.8112,"(n,n')26Mg"
26Mg,2132.82,24.9169,"(n,n')26Mg"
26Mg,974.76,24.6562,"(n,2n)25Mg"
26Mg,1411.74,24.0061,"(n,n')26Mg"
26Mg,1611.77,20.9751,"(n,2n)25Mg"
26Mg,389.71,20.9106,"(n,2n)25Mg"
26Mg,2523.8399999999997,18.8324,"(n,n')26Mg"
26Mg,2938.34,16.2591,"(n,n')26Mg"
26Mg,1896.79,16.0714,"(n,n')26Mg"
26Mg,1157.23,12.026,"(n,n')26Mg"
26Mg,2353.4,10.3386,"(n,n')26Mg"
26Mg,5067.69,10.1007,"(n,n')26Mg"
26Mg,3695.97,7.82372,"(n,n')26Mg"
26Mg,1701.62,7.7536,"(n,T)23Ne"
26Mg,1775.4,7.38148,"(n,n')26Mg"
26Mg,1774.05,6.89927,"(n,n')26Mg"
26Mg,3882.38,6.62041,"(n,n')26Mg"
26Mg,1365.52,6.34725,"(n,n')26Mg"
26Mg,1534.56,6.13366,"(n,n')26Mg"
26Mg,1016.95,5.93303,"(n,T)23Ne"
26Mg,1779.83,5.74498,"(n,n')26Mg"
26Mg,1822.43,5.68221,"(n,T)23Ne"
26Mg,1501.8899999999999,4.71899,"(n,n')26Mg"
26Mg,2777.26,4.00076,"(n,n')26Mg"
26Mg,1720.6999999999998,3.99354,"(n,n')26Mg"
26Mg,420.0,3.95312,"(n,p)26Na"
26Mg,1394.23,3.63504,"(n,n')26Mg"
26Mg,4937.03,3.61547,"(n,n')26Mg"
26Mg,82.5,3.4727,"(n,p)26Na"
26Mg,3341.19,3.22528,"(n,n')26Mg"
26Mg,1679.4,3.21479,"(n,n')26Mg"
26Mg,4410.53,3.07489,"(n,n')26Mg"
26Mg,2752.77,3.04528,"(n,n')26Mg"
26Mg,3667.38,3.00545,"(n,n')26Mg"
26Mg,3938.08,2.64577,"(n,n')26Mg"
26Mg,4161.32,2.45462,"(n,n')26Mg"
26Mg,815.28,2.24759,"(n,T)23Ne"
26Mg,5452.66,2.16638,"(n,n')26Mg"
26Mg,3807.42,2.13341,"(n,n')26Mg"
26Mg,4835.13,2.10509,"(n,n')26Mg"
26Mg,3429.65,2.10017,"(n,n')26Mg"
26Mg,2033.9499999999998,2.01881,"(n,n')26Mg"
26Mg,2963.86,1.99955,"(n,n')26Mg"
26Mg,2849.92,1.87813,"(n,n')26Mg"
26Mg,3258.45,1.87813,"(n,n')26Mg"
26Mg,2271.92,1.75682,"(n,n')26Mg"
26Mg,2315.3,1.66724,"(n,T)23Ne"
26Mg,4318.88,1.63606,"(n,n')26Mg"
26Mg,2659.1200000000003,1.60493,"(n,n')26Mg"
26Mg,7061.9,1.58974,"(n,n')26Mg"
26Mg,2203.71,1.49933,"(n,T)23Ne"
26Mg,3473.3399999999997,1.49427,"(n,n')26Mg"
26Mg,1379.58,1.4853,"(n,2n)25Mg"
26Mg,492.86999999999995,1.48394,"(n,T)23Ne"
26Mg,2909.43,1.47571,"(n,n')26Mg"
26Mg,4332.57,1.43132,"(n,n')26Mg"
26Mg,3300.4500000000003,1.41668,"(n,n')26Mg"
26Mg,3036.45,1.32132,"(n,n')26Mg"
26Mg,2891.9199999999996,1.29863,"(n,n')26Mg"
26Mg,2513.74,1.29133,"(n,n')26Mg"
26Mg,4447.2699999999995,1.20016,"(n,n')26Mg"
26Mg,1628.0,1.17041,"(n,p)26Na"
26Mg,2493.7,1.15732,"(n,n')26Mg"
26Mg,7371.2,1.13395,"(n,n')26Mg"
26Mg,2923.12,1.12154,"(n,n')26Mg"
26Mg,959.75,1.10165,"(n,n')26Mg"
26Mg,989.87,1.06802,"(n,2n)25Mg"
26Mg,2076.7000000000003,1.03865,"(n,n')26Mg"
26Mg,3319.84,1.02676,"(n,n')26Mg"
26Mg,2183.9300000000003,1.01124,"(n,n')26Mg"
26Mg,2129.1699999999996,1.00642,"(n,T)23Ne"
26Mg,2516.9,0.989126,"(n,T)23Ne"
26Mg,2264.53,0.98185,"(n,n')26Mg"
26Mg,5540.14,0.968649,"(n,n')26Mg"
26Mg,1964.6200000000001,0.941504,"(n,2n)25Mg"
26Mg,2289.43,0.918056,"(n,n')26Mg"
26Mg,2303.12,0.918056,"(n,n')26Mg"
26Mg,2290.0,0.910071,"(n,p)26Na"
26Mg,5253.17,0.890111,"(n,n')26Mg"
26Mg,3044.92,0.835844,"(n,n')26Mg"
26Mg,1635.6699999999998,0.789437,"(n,T)23Ne"
26Mg,5290.93,0.78548,"(n,n')26Mg"
26Mg,3431.7000000000003,0.778612,"(n,T)23Ne"
26Mg,3453.4500000000003,0.771548,"(n,n')26Mg"
26Mg,3026.4,0.771366,"(n,n')26Mg"
26Mg,1145.89,0.758729,"(n,n')26Mg"
26Mg,5691.11,0.728195,"(n,n')26Mg"
26Mg,151.10000000000002,0.726568,"(n,p)26Na"
26Mg,233.6,0.726568,"(n,p)26Na"
26Mg,3483.01,0.682372,"(n,n')26Mg"
26Mg,2441.15,0.647243,"(n,T)23Ne"
26Mg,2543.85,0.616217,"(n,n')26Mg"
26Mg,2406.87,0.590285,"(n,n')26Mg"
26Mg,2932.66,0.58699,"(n,n')26Mg"
26Mg,3021.12,0.566975,"(n,n')26Mg"
26Mg,5562.47,0.566975,"(n,n')26Mg"
26Mg,1962.96,0.550826,"(n,n')26Mg"
26Mg,2426.26,0.543818,"(n,n')26Mg"
26Mg,4350.08,0.516341,"(n,n')26Mg"
26Mg,1792.91,0.479847,"(n,n')26Mg"
26Mg,2456.0,0.477111,"(n,p)26Na"
26Mg,2373.5,0.477111,"(n,p)26Na"
26Mg,2041.29,0.474744,"(n,n')26Mg"
26Mg,1576.0,0.472151,"(n,p)26Na"
26Mg,4825.580000000001,0.46939,"(n,n')26Mg"
26Mg,2414.75,0.459312,"(n,T)23Ne"
26Mg,3076.12,0.45007,"(n,n')26Mg"
26Mg,2103.5,0.449906,"(n,p)26Na"
26Mg,2186.0,0.449906,"(n,p)26Na"
26Mg,4123.56,0.445056,"(n,n')26Mg"
26Mg,2557.54,0.444449,"(n,n')26Mg"
26Mg,3158.11,0.441832,"(n,n')26Mg"
26Mg,3187.14,0.428176,"(n,n')26Mg"
26Mg,2627.92,0.424752,"(n,n')26Mg"
26Mg,2934.87,0.424287,"(n,n')26Mg"
26Mg,5291.74,0.403185,"(n,n')26Mg"
26Mg,1358.5400000000002,0.397221,"(n,n')26Mg"
26Mg,1290.3500000000001,0.383807,"(n,n')26Mg"
26Mg,1262.3999999999999,0.377521,"(n,n')26Mg"
26Mg,89.53,0.369541,"(n,D)25Na"
26Mg,3016.3,0.365947,"(n,n')26Mg"
26Mg,4316.75,0.354331,"(n,n')26Mg"
26Mg,1350.19,0.35149,"(n,n')26Mg"
26Mg,3220.66,0.344786,"(n,T)23Ne"
26Mg,4323.05,0.329266,"(n,n')26Mg"
26Mg,2381.44,0.328969,"(n,n')26Mg"
26Mg,3941.5499999999997,0.325143,"(n,n')26Mg"
26Mg,2819.41,0.296334,"(n,T)23Ne"
26Mg,1298.35,0.283413,"(n,T)23Ne"
26Mg,2697.0,0.249387,"(n,p)26Na"
26Mg,2614.5,0.249387,"(n,p)26Na"
26Mg,2395.0,0.24872,"(n,p)26Na"
26Mg,819.0,0.24872,"(n,p)26Na"
26Mg,2013.9300000000003,0.237047,"(n,T)23Ne"
26Mg,984.88,0.167116,"(n,g)27Mg"
26Mg,1609.27,0.116784,"(n,T)23Ne"
26Mg,613.68,0.115026,"(n,T)23Ne"
26Mg,3830.79,0.103655,"(n,T)23Ne"
26Mg,1698.52,0.0644842,"(n,g)27Mg"
26Mg,955.35,0.0566386,"(n,g)27Mg"
26Mg,1398.23,0.0479817,"(n,T)23Ne"
26Mg,1116.4,0.0474954,"(n,T)23Ne"
26Mg,1169.5,0.0341533,"(n,g)27Mg"
26Mg,1940.2299999999998,0.0198231,"(n,g)27Mg"
26Mg,979.7900000000001,0.0119472,"(n,D)25Na"
26Mg,241.71,0.00679616,"(n,g)27Mg"
26Mg,2062.38,0.00503194,"(n,g)27Mg"
26Mg,2442.52,0.00483493,"(n,g)27Mg"
26Mg,3561.54,0.0045846,"(n,g)27Mg"
26Mg,1728.8799999999999,0.00309436,"(n,g)27Mg"
26Mg,713.6400000000001,0.00174106,"(n,g)27Mg"
26Mg,3476.34,0.0017369,"(n,g)27Mg"
26Mg,1069.32,0.00148115,"(n,D)25Na"
26Mg,1411.21,0.00136629,"(n,g)27Mg"
26Mg,2124.85,0.00136629,"(n,g)27Mg"
26Mg,2506.46,0.00117826,"(n,g)27Mg"
26Mg,3491.34,0.00115462,"(n,g)27Mg"
26Mg,1274.5800000000002,0.000816684,"(n,3He)22Ne"
26Mg,3787.27,0.000667339,"(n,g)27Mg"
26Mg,2088.75,0.00043368,"(n,g)27Mg"
26Mg,1792.8200000000002,0.000353532,"(n,g)27Mg"
26Mg,2576.66,0.000297998,"(n,g)27Mg"
26Mg,1487.17,0.000241744,"(n,g)27Mg"
26Mg,1847.04,0.000220175,"(n,g)27Mg"
26Mg,317.67,0.000164391,"(n,g)27Mg"
26Mg,1863.02,9.16708e-05,"(n,g)27Mg"
26Mg,677.5400000000001,4.20338e-05,"(n,g)27Mg"
26Mg,2491.46,3.47408e-05,"(n,g)27Mg"
26Mg,2802.39,2.66878e-05,"(n,g)27Mg"
26Mg,1777.82,1.73695e-05,"(n,g)27Mg"
27Al,1808.73,212.11,"(n,D)26Mg"
27Al,2212.0099999999998,112.555,"(n,n')27Al"
27Al,3004.2,84.5538,"(n,n')27Al"
27Al,472.21000000000004,60.4886,"(n,3He)24Na"
27Al,1014.56,58.3449,"(n,n')27Al"
27Al,1720.34,27.7406,"(n,n')27Al"
27Al,90.99,26.5065,"(n,3He)24Na"
27Al,984.88,24.377,"(n,p)27Mg"
27Al,2982.0,20.4228,"(n,n')27Al"
27Al,843.76,20.0077,"(n,n')27Al"
27Al,2298.29,19.761,"(n,n')27Al"
27Al,1129.61,17.8441,"(n,D)26Mg"
27Al,1698.52,14.3028,"(n,p)27Mg"
27Al,955.35,12.1993,"(n,p)27Mg"
27Al,792.1899999999999,11.5013,"(n,n')27Al"
27Al,869.25,9.58567,"(n,3He)24Na"
27Al,1169.5,9.16492,"(n,p)27Mg"
27Al,2495.6,9.12801,"(n,n')27Al"
27Al,1512.3999999999999,8.9319,"(n,3He)24Na"
27Al,874.41,8.46888,"(n,3He)24Na"
27Al,2734.9,8.09972,"(n,n')27Al"
27Al,3207.89,6.92703,"(n,n')27Al"
27Al,2836.64,6.08518,"(n,n')27Al"
27Al,1506.1,5.92796,"(n,n')27Al"
27Al,4580.0,5.42412,"(n,n')27Al"
27Al,1344.6299999999999,5.06508,"(n,3He)24Na"
27Al,2663.1,4.54866,"(n,n')27Al"
27Al,1940.2299999999998,4.26965,"(n,p)27Mg"
27Al,3956.7999999999997,4.02485,"(n,n')27Al"
27Al,781.43,3.99589,"(n,3He)24Na"
27Al,1989.64,3.80561,"(n,n')27Al"
27Al,2665.84,3.6507,"(n,n')27Al"
27Al,1322.29,3.57464,"(n,3He)24Na"
27Al,2510.15,2.85383,"(n,D)26Mg"
27Al,5667.3,2.82025,"(n,n')27Al"
27Al,1003.2099999999999,2.71037,"(n,D)26Mg"
27Al,5432.8,2.46456,"(n,n')27Al"
27Al,499.39,2.4622,"(n,3He)24Na"
27Al,4410.2,2.44249,"(n,n')27Al"
27Al,3287.7900000000004,2.37379,"(n,n')27Al"
27Al,1779.83,2.18254,"(n,D)26Mg"
27Al,1885.49,2.1807,"(n,3He)24Na"
27Al,2062.38,2.11542,"(n,p)27Mg"
27Al,5438.4,1.97513,"(n,n')27Al"
27Al,2938.34,1.90945,"(n,D)26Mg"
27Al,4233.44,1.85008,"(n,n')27Al"
27Al,6477.299999999999,1.81305,"(n,n')27Al"
27Al,6284.7,1.80347,"(n,n')27Al"
27Al,170.8,1.77969,"(n,n')27Al"
27Al,439.99,1.77463,"(n,a)23Na"
27Al,3797.04,1.71012,"(n,n')27Al"
27Al,2428.6,1.70048,"(n,n')27Al"
27Al,2132.82,1.66164,"(n,D)26Mg"
27Al,829.9,1.54134,"(n,n')27Al"
27Al,1775.4,1.54134,"(n,n')27Al"
27Al,5550.900000000001,1.53154,"(n,n')27Al"
27Al,3395.6400000000003,1.48988,"(n,n')27Al"
27Al,2442.52,1.4827,"(n,p)27Mg"
27Al,241.71,1.46381,"(n,p)27Mg"
27Al,3748.29,1.4504,"(n,n')27Al"
27Al,1373.81,1.39344,"(n,3He)24Na"
27Al,3561.54,1.32622,"(n,p)27Mg"
27Al,6462.799999999999,1.31593,"(n,n')27Al"
27Al,1413.87,1.30401,"(n,3He)24Na"
27Al,635.61,1.30401,"(n,3He)24Na"
27Al,2367.99,1.30203,"(n,n')27Al"
27Al,5155.599999999999,1.2814,"(n,n')27Al"
27Al,4811.6,1.21422,"(n,n')27Al"
27Al,3220.79,1.18297,"(n,n')27Al"
27Al,3225.4,1.14573,"(n,n')27Al"
27Al,3666.54,1.02756,"(n,n')27Al"
27Al,3495.7400000000002,1.02756,"(n,n')27Al"
27Al,1528.3,1.02756,"(n,n')27Al"
27Al,3210.84,1.02738,"(n,n')27Al"
27Al,553.5,1.00772,"(n,n')27Al"
27Al,5101.24,0.979237,"(n,n')27Al"
27Al,563.2,0.967354,"(n,3He)24Na"
27Al,1728.8799999999999,0.948928,"(n,p)27Mg"
27Al,1282.81,0.930632,"(n,3He)24Na"
27Al,1157.0,0.909732,"(n,n')27Al"
27Al,2160.44,0.761002,"(n,n')27Al"
27Al,4072.6899999999996,0.757394,"(n,n')27Al"
27Al,4812.44,0.729324,"(n,n')27Al"
27Al,5960.3,0.71065,"(n,n')27Al"
27Al,5314.639999999999,0.669965,"(n,n')27Al"
27Al,1891.14,0.66043,"(n,n')27Al"
27Al,2599.59,0.649943,"(n,n')27Al"
27Al,2685.0,0.637324,"(n,n')27Al"
27Al,614.25,0.62531,"(n,3He)24Na"
27Al,1488.66,0.62531,"(n,3He)24Na"
27Al,2764.9,0.593373,"(n,n')27Al"
27Al,1845.1,0.574943,"(n,n')27Al"
27Al,6080.8,0.570274,"(n,n')27Al"
27Al,3742.4,0.558313,"(n,n')27Al"
27Al,3476.34,0.557324,"(n,p)27Mg"
27Al,778.26,0.532969,"(n,3He)24Na"
27Al,501.38000000000005,0.524408,"(n,3He)24Na"
27Al,2506.46,0.52051,"(n,p)27Mg"
27Al,3491.34,0.510067,"(n,p)27Mg"
27Al,989.5,0.483801,"(n,n')27Al"
27Al,5419.900000000001,0.478017,"(n,n')27Al"
27Al,3787.27,0.44927,"(n,p)27Mg"
27Al,3035.99,0.407054,"(n,n')27Al"
27Al,713.6400000000001,0.386172,"(n,p)27Mg"
27Al,1411.21,0.366639,"(n,p)27Mg"
27Al,2124.85,0.366639,"(n,p)27Mg"
27Al,4656.04,0.355998,"(n,n')27Al"
27Al,3903.79,0.352553,"(n,n')27Al"
27Al,3565.44,0.341773,"(n,n')27Al"
27Al,4265.29,0.335378,"(n,n')27Al"
27Al,1967.44,0.326708,"(n,n')27Al"
27Al,4141.04,0.320397,"(n,n')27Al"
27Al,2697.9,0.320371,"(n,n')27Al"
27Al,2415.7000000000003,0.318614,"(n,n')27Al"
27Al,2703.5,0.310094,"(n,n')27Al"
27Al,623.1999999999999,0.303779,"(n,n')27Al"
27Al,1575.8000000000002,0.303779,"(n,n')27Al"
27Al,2088.75,0.291965,"(n,p)27Mg"
27Al,1221.9,0.265668,"(n,n')27Al"
27Al,504.55000000000007,0.258528,"(n,3He)24Na"
27Al,3280.5,0.252454,"(n,n')27Al"
27Al,2437.9,0.242465,"(n,n')27Al"
27Al,30.64,0.238403,"(n,g)28Al"
27Al,1819.3999999999999,0.237374,"(n,n')27Al"
27Al,2517.7999999999997,0.237374,"(n,n')27Al"
27Al,5499.799999999999,0.237374,"(n,n')27Al"
27Al,1543.0,0.237374,"(n,n')27Al"
27Al,4485.24,0.237374,"(n,n')27Al"
27Al,1829.6,0.222294,"(n,n')27Al"
27Al,2198.19,0.214905,"(n,n')27Al"
27Al,3113.04,0.213298,"(n,n')27Al"
27Al,2138.2400000000002,0.204234,"(n,n')27Al"
27Al,4536.34,0.202149,"(n,n')27Al"
27Al,4510.3,0.197598,"(n,n')27Al"
27Al,698.4,0.194757,"(n,n')27Al"
27Al,5066.24,0.193842,"(n,n')27Al"
27Al,2978.2999999999997,0.18855,"(n,n')27Al"
27Al,3133.7999999999997,0.176259,"(n,n')27Al"
27Al,2942.24,0.173089,"(n,n')27Al"
27Al,3040.04,0.167421,"(n,n')27Al"
27Al,1739.5,0.159307,"(n,n')27Al"
27Al,5448.24,0.157987,"(n,n')27Al"
27Al,4907.84,0.157148,"(n,n')27Al"
27Al,1792.8200000000002,0.156177,"(n,p)27Mg"
27Al,1598.0,0.151889,"(n,n')27Al"
27Al,1847.04,0.148228,"(n,p)27Mg"
27Al,522.89,0.147031,"(n,n')27Al"
27Al,5827.0,0.145907,"(n,n')27Al"
27Al,2546.7,0.142425,"(n,n')27Al"
27Al,416.85,0.13182,"(n,2n)26Al"
27Al,585.04,0.10881,"(n,T)25Mg"
27Al,2576.66,0.0862038,"(n,p)27Mg"
27Al,4318.88,0.0856233,"(n,D)26Mg"
27Al,1487.17,0.0741341,"(n,p)27Mg"
27Al,783.42,0.0711384,"(n,3He)24Na"
27Al,941.71,0.0672446,"(n,g)28Al"
27Al,317.67,0.0504128,"(n,p)27Mg"
27Al,2271.74,0.0426132,"(n,g)28Al"
27Al,983.0,0.0320007,"(n,g)28Al"
27Al,1622.91,0.0309529,"(n,g)28Al"
27Al,974.76,0.0308301,"(n,T)25Mg"
27Al,677.5400000000001,0.0282983,"(n,p)27Mg"
27Al,1863.02,0.0265182,"(n,p)27Mg"
27Al,389.71,0.0261466,"(n,T)25Mg"
27Al,3941.5499999999997,0.0216828,"(n,D)26Mg"
27Al,1342.28,0.0214039,"(n,g)28Al"
27Al,1589.66,0.0213662,"(n,g)28Al"
27Al,1013.6400000000001,0.0195219,"(n,g)28Al"
27Al,2802.39,0.0179669,"(n,p)27Mg"
27Al,2108.27,0.0151935,"(n,g)28Al"
27Al,400.57,0.0134834,"(n,g)28Al"
27Al,2138.9100000000003,0.0120018,"(n,g)28Al"
27Al,2491.46,0.0111474,"(n,p)27Mg"
27Al,865.9,0.00645191,"(n,g)28Al"
27Al,2170.7900000000004,0.00570047,"(n,g)28Al"
27Al,1777.82,0.0055734,"(n,p)27Mg"
27Al,1611.77,0.00546691,"(n,T)25Mg"
27Al,1372.9199999999998,0.00321059,"(n,g)28Al"
27Al,1592.27,0.0024142,"(n,g)28Al"
27Al,132.83,0.00213068,"(n,g)28Al"
27Al,648.8399999999999,0.00213068,"(n,g)28Al"
27Al,2486.2000000000003,0.00212887,"(n,g)28Al"
27Al,1125.27,0.00197501,"(n,g)28Al"
27Al,1258.1100000000001,0.00170423,"(n,g)28Al"
27Al,1620.3000000000002,0.00136732,"(n,g)28Al"
27Al,249.98999999999998,0.00123819,"(n,g)28Al"
27Al,863.29,0.0011612,"(n,g)28Al"
27Al,1229.08,0.00113976,"(n,g)28Al"
27Al,2241.11,0.00106531,"(n,g)28Al"
27Al,647.95,0.000940055,"(n,g)28Al"
27Al,609.27,0.000928363,"(n,g)28Al"
27Al,516.0,0.000911663,"(n,g)28Al"
27Al,1513.85,0.00064519,"(n,g)28Al"
27Al,650.5600000000001,0.000618896,"(n,g)28Al"
27Al,1166.56,0.000607691,"(n,g)28Al"
27Al,518.61,0.000607691,"(n,g)28Al"
27Al,247.38,0.000448639,"(n,g)28Al"
27Al,606.66,0.000448639,"(n,g)28Al"
27Al,2201.4300000000003,0.000433225,"(n,g)28Al"
27Al,2455.5600000000004,0.000432302,"(n,g)28Al"
27Al,578.52,0.00034201,"(n,g)28Al"
27Al,1187.79,0.000324898,"(n,g)28Al"
27Al,765.9899999999999,0.000303846,"(n,g)28Al"
27Al,62.52,0.000250794,"(n,g)28Al"
27Al,1113.28,0.000212887,"(n,g)28Al"
27Al,1472.5600000000002,0.000212887,"(n,g)28Al"
27Al,828.51,0.000182431,"(n,g)28Al"
27Al,581.13,0.000182431,"(n,g)28Al"
27Al,359.28,0.000107012,"(n,g)28Al"
27Al,347.28999999999996,0.000103226,"(n,g)28Al"
27Al,214.46,0.000103226,"(n,g)28Al"
27Al,1379.58,4.06526e-05,"(n,T)25Mg"
27Al,989.87,2.92316e-05,"(n,T)25Mg"
27Al,1964.6200000000001,2.5769e-05,"(n,T)25Mg"
27Al,1636.02,6.03139e-06,"(n,a)23Na"
27Al,2076.01,5.38623e-07,"(n,a)23Na"
27Al,2390.73,4.06017e-10,"(n,a)23Na"
27Al,1978.31,4.0287e-10,"(n,T)25Mg"
27Al,1950.74,2.11499e-10,"(n,a)23Na"
27Al,1588.6,1.08747e-10,"(n,T)25Mg"
27Al,2563.3599999999997,2.01436e-11,"(n,T)25Mg"
28Si,1779.03,329.186,"(n,n')28Si"
28Si,30.64,176.44,"(n,2n)28Al"
28Si,2838.8300000000004,70.0054,"(n,n')28Si"
28Si,585.04,53.5259,"(n,D)25Mg"
28Si,1611.77,35.9636,"(n,D)25Mg"
28Si,983.0,28.0513,"(n,2n)28Al"
28Si,6878.79,27.6691,"(n,n')28Si"
28Si,2271.74,25.3763,"(n,2n)28Al"
28Si,974.76,24.2053,"(n,D)25Mg"
28Si,1622.91,21.2782,"(n,2n)28Al"
28Si,941.71,20.7928,"(n,2n)28Al"
28Si,4497.17,20.6026,"(n,n')28Si"
28Si,389.71,20.5282,"(n,D)25Mg"
28Si,1589.66,19.5319,"(n,2n)28Al"
28Si,5108.62,19.3868,"(n,n')28Si"
28Si,1013.6400000000001,17.1126,"(n,2n)28Al"
28Si,1763.04,12.044,"(n,D)25Mg"
28Si,1342.28,11.8165,"(n,2n)28Al"
28Si,5099.76,10.7901,"(n,n')28Si"
28Si,1793.29,10.5482,"(n,D)25Mg"
28Si,1534.54,9.42891,"(n,n')28Si"
28Si,1379.58,8.52419,"(n,D)25Mg"
28Si,2108.27,8.04639,"(n,2n)28Al"
28Si,3925.7,7.96737,"(n,n')28Si"
28Si,6019.9800000000005,7.92604,"(n,n')28Si"
28Si,400.57,7.44385,"(n,2n)28Al"
28Si,7416.26,7.41991,"(n,n')28Si"
28Si,865.9,6.46022,"(n,2n)28Al"
28Si,2170.7900000000004,6.44887,"(n,2n)28Al"
28Si,2138.9100000000003,6.35611,"(n,2n)28Al"
28Si,6809.68,6.15559,"(n,n')28Si"
28Si,989.87,6.12939,"(n,D)25Mg"
28Si,7933.45,5.92809,"(n,n')28Si"
28Si,1964.6200000000001,5.40333,"(n,D)25Mg"
28Si,2933.14,5.34882,"(n,D)25Mg"
28Si,5601.56,5.21625,"(n,n')28Si"
28Si,7985.490000000001,5.14109,"(n,n')28Si"
28Si,2828.33,4.98927,"(n,D)25Mg"
28Si,7174.2699999999995,4.82257,"(n,n')28Si"
28Si,1014.56,4.53448,"(n,p)27Al"
28Si,4327.34,4.4368,"(n,n')28Si"
28Si,843.76,4.25826,"(n,p)27Al"
28Si,3200.89,4.14074,"(n,n')28Si"
28Si,6479.71,4.06985,"(n,n')28Si"
28Si,1522.81,3.92356,"(n,n')28Si"
28Si,7536.889999999999,3.87814,"(n,n')28Si"
28Si,7602.52,3.86071,"(n,n')28Si"
28Si,1978.31,3.67636,"(n,D)25Mg"
28Si,9479.49,3.60183,"(n,n')28Si"
28Si,836.84,3.51832,"(n,D)25Mg"
28Si,2216.4100000000003,3.16331,"(n,D)25Mg"
28Si,7380.59,2.98869,"(n,n')28Si"
28Si,7385.65,2.89082,"(n,n')28Si"
28Si,2057.55,2.83929,"(n,n')28Si"
28Si,1658.34,2.7619,"(n,n')28Si"
28Si,1289.01,2.61759,"(n,n')28Si"
28Si,9929.199999999999,2.60942,"(n,n')28Si"
28Si,8328.38,2.5546,"(n,n')28Si"
28Si,1618.16,2.47399,"(n,n')28Si"
