Isotope,Energy (keV),XS (mb),Info
6Li,2186.0,44.9517,"(n,n')6Li"
6Li,4312.0,34.0848,"(n,n')6Li"
6Li,5366.0,25.7703,"(n,n')6Li"
6Li,3464.0,9.32876,"(n,n')6Li"
6Li,5650.0,9.32876,"(n,n')6Li"
6Li,3562.8799999999997,7.93536,"(n,n')6Li"
6Li,477.60999999999996,0.000958947,"(n,g)7Li"
6Li,4630.0,0.000401386,"(n,g)7Li"
6Li,6202.39,0.000331639,"(n,g)7Li"
6Li,779.5,8.83313e-05,"(n,g)7Li"
6Li,6981.89,8.83313e-05,"(n,g)7Li"
6Li,5040.0,2.56399e-05,"(n,g)7Li"
6Li,9670.0,2.56399e-05,"(n,g)7Li"
6Li,9850.0,2.25872e-05,"(n,g)7Li"
6Li,5220.0,2.25872e-05,"(n,g)7Li"
6Li,11240.0,1.09938e-05,"(n,g)7Li"
6Li,6610.0,1.09938e-05,"(n,g)7Li"
6Li,13222.390000000001,1.75232e-06,"(n,g)7Li"
6Li,7020.0,1.75232e-06,"(n,g)7Li"
6Li,14700.0,1.20831e-06,"(n,g)7Li"
6Li,4850.0,1.20831e-06,"(n,g)7Li"
7Li,477.60999999999996,47.5574,"(n,n')7Li"
7Li,4630.0,40.7897,"(n,n')7Li"
7Li,6202.39,27.3667,"(n,n')7Li"
7Li,779.5,7.85215,"(n,n')7Li"
7Li,6981.89,7.85215,"(n,n')7Li"
7Li,5040.0,6.0445,"(n,n')7Li"
7Li,9670.0,6.0445,"(n,n')7Li"
7Li,5220.0,3.72625,"(n,n')7Li"
7Li,9850.0,3.72625,"(n,n')7Li"
7Li,6610.0,2.14748,"(n,n')7Li"
7Li,11240.0,2.14748,"(n,n')7Li"
7Li,2255.0,0.000357505,"(n,g)8Li"
7Li,980.8,0.000261278,"(n,g)8Li"
7Li,955.0,3.99114e-05,"(n,g)8Li"
7Li,2229.2000000000003,3.99114e-05,"(n,g)8Li"
7Li,6530.0,3.56971e-05,"(n,g)8Li"
7Li,3845.0,2.2839e-05,"(n,g)8Li"
7Li,5119.2,2.2839e-05,"(n,g)8Li"
7Li,3145.0,1.37629e-05,"(n,g)8Li"
7Li,4419.2,1.37629e-05,"(n,g)8Li"
7Li,7100.0,4.2294e-06,"(n,g)8Li"
7Li,2470.0,3.41966e-06,"(n,g)8Li"
7Li,9000.0,3.41966e-06,"(n,g)8Li"
7Li,8689.199999999999,1.50389e-06,"(n,g)8Li"
7Li,7415.0,1.50389e-06,"(n,g)8Li"
7Li,10822.2,3.12967e-07,"(n,g)8Li"
7Li,3722.2,3.12967e-07,"(n,g)8Li"
9Be,2429.3999999999996,120.094,"(n,n')9Be"
9Be,3049.0,67.1269,"(n,n')9Be"
9Be,6380.0,51.4909,"(n,n')9Be"
9Be,350.6,43.7748,"(n,n')9Be"
9Be,4704.0,40.1646,"(n,n')9Be"
9Be,6760.0,39.5203,"(n,n')9Be"
9Be,5590.0,38.9989,"(n,n')9Be"
9Be,1684.0,24.5767,"(n,n')9Be"
9Be,5160.0,17.795,"(n,n')9Be"
9Be,5510.6,17.795,"(n,n')9Be"
9Be,477.60999999999996,15.0174,"(n,2n)7Li"
9Be,11810.0,10.4396,"(n,n')9Be"
9Be,8233.0,7.43164,"(n,n')9Be"
9Be,11282.0,7.43164,"(n,n')9Be"
9Be,3368.03,0.00497257,"(n,g)10Be"
9Be,2590.36,0.00113819,"(n,g)10Be"
9Be,2895.27,0.000951131,"(n,g)10Be"
9Be,5959.900000000001,0.000454251,"(n,g)10Be"
9Be,1412.61,0.000309142,"(n,g)10Be"
9Be,4002.9700000000003,0.000309142,"(n,g)10Be"
9Be,7542.0,0.000272523,"(n,g)10Be"
9Be,4173.969999999999,0.000272523,"(n,g)10Be"
9Be,3006.7,0.000272225,"(n,g)10Be"
9Be,2811.27,0.000150595,"(n,g)10Be"
9Be,5958.389999999999,0.000126465,"(n,g)10Be"
9Be,6191.97,0.000107059,"(n,g)10Be"
9Be,9560.0,0.000107059,"(n,g)10Be"
9Be,2591.87,9.30394e-05,"(n,g)10Be"
9Be,6781.97,8.01763e-05,"(n,g)10Be"
9Be,4191.61,8.01763e-05,"(n,g)10Be"
9Be,219.4,4.75563e-05,"(n,g)10Be"
9Be,303.4,9.60739e-06,"(n,g)10Be"
9Be,6263.3,9.60739e-06,"(n,g)10Be"
10B,4630.0,132.0,"(n,3He)7Li"
10B,477.60999999999996,124.127,"(n,3He)7Li"
10B,3368.03,70.308,"(n,p)10Be"
10B,6202.39,62.0615,"(n,3He)7Li"
10B,11240.0,56.3353,"(n,3He)7Li"
10B,6610.0,56.3353,"(n,3He)7Li"
10B,5040.0,48.5549,"(n,3He)7Li"
10B,9670.0,48.5549,"(n,3He)7Li"
10B,3030.0,39.3208,"(n,T)8Be"
10B,779.5,34.1899,"(n,3He)7Li"
10B,6981.89,34.1899,"(n,3He)7Li"
10B,7020.0,27.8715,"(n,3He)7Li"
10B,13222.390000000001,27.8715,"(n,3He)7Li"
10B,5220.0,27.2911,"(n,3He)7Li"
10B,9850.0,27.2911,"(n,3He)7Li"
10B,1684.0,21.6708,"(n,D)9Be"
10B,2429.3999999999996,14.7482,"(n,D)9Be"
10B,2590.36,14.7263,"(n,p)10Be"
10B,718.38,14.0685,"(n,n')10B"
10B,3049.0,12.6667,"(n,D)9Be"
10B,11350.0,11.2802,"(n,T)8Be"
10B,2868.75,10.8254,"(n,n')10B"
10B,2895.27,10.5279,"(n,p)10Be"
10B,4704.0,8.51251,"(n,D)9Be"
10B,350.6,5.77901,"(n,D)9Be"
10B,3006.7,5.50235,"(n,p)10Be"
10B,4173.969999999999,3.32662,"(n,p)10Be"
10B,7542.0,3.32662,"(n,p)10Be"
10B,3587.13,3.06938,"(n,n')10B"
10B,1500.0,2.6191,"(n,2n)9B"
10B,1412.61,2.59986,"(n,p)10Be"
10B,4002.9700000000003,2.59986,"(n,p)10Be"
10B,1432.8600000000001,2.26232,"(n,n')10B"
10B,1021.6700000000001,1.88541,"(n,n')10B"
10B,414.21999999999997,1.76895,"(n,n')10B"
10B,2541.9700000000003,1.75138,"(n,n')10B"
10B,965.1999999999999,1.75138,"(n,n')10B"
10B,2186.0,1.71029,"(n,a)6Li"
10B,4850.0,1.6527,"(n,3He)7Li"
10B,14700.0,1.6527,"(n,3He)7Li"
10B,5958.389999999999,1.63625,"(n,p)10Be"
10B,5959.900000000001,1.22484,"(n,p)10Be"
10B,4312.0,1.19072,"(n,a)6Li"
10B,3009.63,1.1588,"(n,n')10B"
10B,845.0,1.06047,"(n,2n)9B"
10B,2811.27,1.04981,"(n,p)10Be"
10B,6024.9,1.02679,"(n,n')10B"
10B,1435.89,0.935901,"(n,n')10B"
10B,6191.97,0.920907,"(n,p)10Be"
10B,9560.0,0.920907,"(n,p)10Be"
10B,5366.0,0.759956,"(n,a)6Li"
10B,2154.27,0.723352,"(n,n')10B"
10B,3562.8799999999997,0.59846,"(n,a)6Li"
10B,2751.0,0.585878,"(n,2n)9B"
10B,6781.97,0.521763,"(n,p)10Be"
10B,4191.61,0.521763,"(n,p)10Be"
10B,1280.0,0.404533,"(n,2n)9B"
10B,435.0,0.404533,"(n,2n)9B"
10B,4445.52,0.401074,"(n,n')10B"
10B,219.4,0.331519,"(n,p)10Be"
10B,5650.0,0.29004,"(n,a)6Li"
10B,3464.0,0.29004,"(n,a)6Li"
10B,2591.87,0.250871,"(n,p)10Be"
10B,1576.77,0.138431,"(n,n')10B"
10B,303.4,0.106342,"(n,p)10Be"
10B,6263.3,0.106342,"(n,p)10Be"
10B,2124.69,0.0817993,"(n,g)11B"
10B,5163.9,0.0780892,"(n,n')10B"
10B,1847.0800000000002,0.048471,"(n,n')10B"
10B,4444.9800000000005,0.0358253,"(n,g)11B"
10B,5919.5,0.0218943,"(n,n')10B"
10B,5020.3,0.0175728,"(n,g)11B"
10B,8895.0,0.015574,"(n,n')10B"
10B,5729.95,0.0106336,"(n,n')10B"
10B,3882.87,0.0106336,"(n,n')10B"
10B,5134.95,0.0106189,"(n,n')10B"
10B,4482.87,0.00950785,"(n,n')10B"
10B,6329.95,0.00950785,"(n,n')10B"
10B,4223.87,0.00947293,"(n,n')10B"
10B,6070.95,0.00947293,"(n,n')10B"
10B,3423.85,0.00887454,"(n,n')10B"
10B,6709.62,0.00856773,"(n,n')10B"
10B,5092.87,0.00854655,"(n,n')10B"
10B,6939.95,0.00854655,"(n,n')10B"
10B,6741.85,0.00777935,"(n,g)11B"
10B,7839.95,0.00727137,"(n,n')10B"
10B,5992.87,0.00727137,"(n,n')10B"
10B,2317.7,0.00595982,"(n,n')10B"
10B,5299.87,0.00544182,"(n,n')10B"
10B,3723.1,0.00544182,"(n,n')10B"
10B,7285.51,0.00531223,"(n,g)11B"
10B,9084.949999999999,0.00527899,"(n,n')10B"
10B,7237.87,0.00527899,"(n,n')10B"
10B,5201.120000000001,0.00480607,"(n,n')10B"
10B,5110.299999999999,0.00436484,"(n,n')10B"
10B,5273.73,0.00409977,"(n,n')10B"
10B,6156.62,0.0040074,"(n,n')10B"
10B,1740.0500000000002,0.0037708,"(n,n')10B"
10B,2296.8700000000003,0.00333401,"(n,g)11B"
10B,2895.61,0.00295617,"(n,g)11B"
10B,5853.150000000001,0.00287431,"(n,g)11B"
10B,4720.73,0.00260408,"(n,n')10B"
10B,7977.839999999999,0.00249573,"(n,g)11B"
10B,4391.92,0.00211422,"(n,n')10B"
10B,8920.47,0.00208023,"(n,g)11B"
10B,6791.8,0.00199392,"(n,g)11B"
10B,8560.1,0.00195999,"(n,g)11B"
10B,6435.41,0.00104999,"(n,g)11B"
10B,5687.95,0.00093155,"(n,n')10B"
10B,6875.0,0.000921712,"(n,n')10B"
10B,4667.11,0.000841876,"(n,g)11B"
10B,1764.7,0.000801472,"(n,n')10B"
10B,4738.52,0.00074644,"(n,g)11B"
10B,955.5,0.000701326,"(n,n')10B"
10B,1711.1000000000001,0.0006012,"(n,n')10B"
10B,2265.21,0.000457951,"(n,g)11B"
10B,3370.25,0.000341003,"(n,n')10B"
10B,2840.53,0.000335831,"(n,g)11B"
10B,3539.8,0.000314998,"(n,g)11B"
10B,4115.12,0.000174999,"(n,g)11B"
10B,1771.5,0.000118158,"(n,g)11B"
10B,2441.65,0.000107748,"(n,g)11B"
10B,4475.49,9.85436e-05,"(n,g)11B"
10B,4055.6200000000003,5.18952e-05,"(n,n')10B"
10B,692.33,4.59219e-05,"(n,g)11B"
10B,3441.95,4.3619e-05,"(n,n')10B"
10B,9183.5,7.75751e-06,"(n,g)11B"
10B,7750.0,6.8688e-06,"(n,n')10B"
10B,7479.0,5.31853e-06,"(n,n')10B"
10B,6760.62,5.31853e-06,"(n,n')10B"
10B,6285.62,5.04071e-06,"(n,n')10B"
10B,7004.0,5.04071e-06,"(n,n')10B"
10B,6560.1,4.33182e-06,"(n,n')10B"
10B,1786.1,4.33182e-06,"(n,n')10B"
10B,6947.62,4.15462e-06,"(n,n')10B"
10B,7666.0,4.15462e-06,"(n,n')10B"
10B,6841.52,3.44153e-06,"(n,n')10B"
10B,5805.73,1.75394e-06,"(n,n')10B"
10B,7241.62,1.75394e-06,"(n,n')10B"
10B,7031.62,9.81307e-07,"(n,n')10B"
10B,2377.9,6.25732e-07,"(n,n')10B"
10B,8981.619999999999,5.01129e-07,"(n,n')10B"
10B,7545.73,5.01129e-07,"(n,n')10B"
10B,2639.7,4.28103e-07,"(n,n')10B"
10B,5405.63,4.02256e-07,"(n,n')10B"
10B,5595.73,3.30076e-07,"(n,n')10B"
10B,4162.87,3.03306e-07,"(n,n')10B"
10B,4774.0,2.60727e-07,"(n,n')10B"
10B,10792.619999999999,8.06536e-08,"(n,n')10B"
10B,9356.730000000001,8.06536e-08,"(n,n')10B"
11B,4444.9800000000005,153.092,"(n,n')11B"
11B,2124.69,82.2737,"(n,n')11B"
11B,5020.3,47.1465,"(n,n')11B"
11B,2255.0,43.525,"(n,T)8Li"
11B,6741.85,43.0736,"(n,n')11B"
11B,7285.51,37.4059,"(n,n')11B"
11B,980.8,31.1595,"(n,T)8Li"
11B,4738.52,25.1673,"(n,n')11B"
11B,8920.47,24.4987,"(n,n')11B"
11B,5853.150000000001,18.6157,"(n,n')11B"
11B,2296.8700000000003,18.4601,"(n,n')11B"
11B,4826.72,17.732,"(n,n')11B"
11B,7977.839999999999,16.1638,"(n,n')11B"
11B,8560.1,11.5981,"(n,n')11B"
11B,2429.3999999999996,9.42826,"(n,D)9Be"
11B,6791.8,9.37246,"(n,n')11B"
11B,2624.16,9.29382,"(n,n')11B"
11B,6157.02,9.29382,"(n,n')11B"
11B,1684.0,8.52396,"(n,D)9Be"
11B,5885.0199999999995,8.37694,"(n,n')11B"
11B,8205.310000000001,8.37694,"(n,n')11B"
11B,3986.49,8.13871,"(n,n')11B"
11B,4530.15,8.13871,"(n,n')11B"
11B,2895.61,7.93118,"(n,n')11B"
11B,7748.31,7.23641,"(n,n')11B"
11B,5428.02,7.23641,"(n,n')11B"
11B,8835.31,6.40545,"(n,n')11B"
11B,6515.0199999999995,6.40545,"(n,n')11B"
11B,10262.0,6.38362,"(n,n')11B"
11B,5241.7,6.38362,"(n,n')11B"
11B,2229.2000000000003,6.36902,"(n,T)8Li"
11B,955.0,6.36902,"(n,T)8Li"
11B,6435.41,6.21329,"(n,n')11B"
11B,9271.699999999999,4.68106,"(n,n')11B"
11B,11600.0,4.66364,"(n,n')11B"
11B,6579.7,4.66364,"(n,n')11B"
11B,4062.1600000000003,4.36609,"(n,n')11B"
11B,7595.0199999999995,4.36609,"(n,n')11B"
11B,7448.0199999999995,4.10656,"(n,n')11B"
11B,9768.31,4.10656,"(n,n')11B"
11B,4667.11,3.95726,"(n,n')11B"
11B,2441.65,3.63287,"(n,n')11B"
11B,4799.7,3.59747,"(n,n')11B"
11B,9820.0,3.59747,"(n,n')11B"
11B,2265.21,3.22465,"(n,n')11B"
11B,320.03999999999996,3.19879,"(n,2n)11Be"
11B,2529.8500000000004,3.02742,"(n,n')11B"
11B,2840.53,2.36474,"(n,n')11B"
11B,3539.8,1.86399,"(n,n')11B"
11B,11450.0,1.7186,"(n,n')11B"
11B,6429.700000000001,1.7186,"(n,n')11B"
11B,3368.03,1.6835,"(n,p)10Be"
11B,1783.0,1.18208,"(n,2n)11Be"
11B,4475.49,1.16054,"(n,n')11B"
11B,10429.31,1.06277,"(n,n')11B"
11B,8109.0199999999995,1.06277,"(n,n')11B"
11B,4115.12,1.03555,"(n,n')11B"
11B,350.6,0.827589,"(n,D)9Be"
11B,1771.5,0.555405,"(n,n')11B"
11B,4419.2,0.301358,"(n,T)8Li"
11B,3145.0,0.301358,"(n,T)8Li"
11B,692.33,0.297417,"(n,n')11B"
11B,9183.5,0.261556,"(n,n')11B"
11B,3049.0,0.145198,"(n,D)9Be"
11B,953.14,0.00322284,"(n,g)12B"
11B,1673.65,0.00187067,"(n,g)12B"
11B,1667.6599999999999,0.00100465,"(n,g)12B"
11B,2435.96,0.000389256,"(n,g)12B"
11B,768.3,0.000389256,"(n,g)12B"
11B,4460.0,0.000382959,"(n,g)12B"
11B,2786.35,0.000382959,"(n,g)12B"
11B,2844.35,0.000346129,"(n,g)12B"
11B,58.0,0.000346129,"(n,g)12B"
11B,1138.2,0.000286817,"(n,g)12B"
11B,2805.86,0.000286817,"(n,g)12B"
11B,947.1500000000001,0.000175815,"(n,g)12B"
11B,2723.0,0.000175807,"(n,g)12B"
11B,1680.1999999999998,0.000139876,"(n,g)12B"
11B,3347.8599999999997,0.000139876,"(n,g)12B"
11B,5000.0,0.000116611,"(n,g)12B"
11B,3326.3500000000004,0.000116611,"(n,g)12B"
11B,2620.8,7.53491e-05,"(n,g)12B"
11B,720.51,6.18403e-05,"(n,g)12B"
12C,4438.91,167.148,"(n,n')12C"
12C,2429.3999999999996,109.41,"(n,2n)9Be"
12C,3049.0,75.621,"(n,2n)9Be"
12C,9641.0,67.2182,"(n,n')12C"
12C,1684.0,44.5471,"(n,2n)9Be"
12C,350.6,32.5466,"(n,2n)9Be"
12C,4704.0,27.9068,"(n,2n)9Be"
12C,11828.0,20.4831,"(n,n')12C"
12C,3215.29,20.1226,"(n,n')12C"
12C,6721.09,16.4939,"(n,n')12C"
12C,11160.0,16.4939,"(n,n')12C"
12C,6405.09,13.5462,"(n,n')12C"
12C,10844.0,13.5462,"(n,n')12C"
12C,5590.0,12.0068,"(n,2n)9Be"
12C,12710.0,7.45803,"(n,n')12C"
12C,10300.0,5.93664,"(n,n')12C"
12C,5861.09,5.93664,"(n,n')12C"
12C,6380.0,1.20642,"(n,2n)9Be"
12C,8271.089999999998,1.12922,"(n,n')12C"
12C,6760.0,0.0165611,"(n,2n)9Be"
12C,3684.5099999999998,0.00286542,"(n,g)13C"
12C,3853.8100000000004,0.00168547,"(n,g)13C"
12C,3089.44,0.00119608,"(n,g)13C"
12C,6864.0,0.00102337,"(n,g)13C"
12C,7492.0,0.00098581,"(n,g)13C"
12C,169.3,0.000979063,"(n,g)13C"
12C,7547.0,0.000541122,"(n,g)13C"
12C,194.0,0.000208435,"(n,g)13C"
12C,7686.0,0.000208435,"(n,g)13C"
12C,708.0,0.00015879,"(n,g)13C"
12C,8200.0,0.00015879,"(n,g)13C"
12C,8860.0,0.000136828,"(n,g)13C"
12C,2635.8,8.52289e-05,"(n,g)13C"
12C,5645.990000000001,8.52289e-05,"(n,g)13C"
12C,764.36,3.2352e-05,"(n,g)13C"
12C,595.0600000000001,2.14893e-05,"(n,g)13C"
13C,3368.03,114.709,"(n,2n)10Be"
13C,3684.5099999999998,111.634,"(n,n')13C"
13C,7492.0,110.231,"(n,n')13C"
13C,7547.0,61.446,"(n,n')13C"
13C,6864.0,60.1485,"(n,n')13C"
13C,3853.8100000000004,53.3246,"(n,n')13C"
13C,3089.44,48.3254,"(n,n')13C"
13C,169.3,30.9754,"(n,n')13C"
13C,2590.36,28.472,"(n,2n)10Be"
13C,2895.27,22.3901,"(n,2n)10Be"
13C,9897.0,22.3547,"(n,n')13C"
13C,194.0,19.5498,"(n,n')13C"
13C,7686.0,19.5498,"(n,n')13C"
13C,8200.0,16.2794,"(n,n')13C"
13C,708.0,16.2794,"(n,n')13C"
13C,5959.900000000001,16.0591,"(n,2n)10Be"
13C,8860.0,15.596,"(n,n')13C"
13C,2635.8,13.674,"(n,n')13C"
13C,5645.990000000001,13.674,"(n,n')13C"
13C,6899.19,11.4424,"(n,n')13C"
13C,7068.49,11.4424,"(n,n')13C"
13C,10818.0,11.3534,"(n,n')13C"
13C,3326.0,11.3534,"(n,n')13C"
13C,11080.0,8.24718,"(n,n')13C"
13C,4301.0,7.51083,"(n,n')13C"
13C,4356.0,7.51083,"(n,n')13C"
13C,8860.56,6.04259,"(n,n')13C"
13C,8265.49,6.04259,"(n,n')13C"
13C,2913.0,5.29327,"(n,n')13C"
13C,10460.0,5.29327,"(n,n')13C"
13C,8658.56,5.23187,"(n,n')13C"
13C,8063.49,5.23187,"(n,n')13C"
13C,4002.9700000000003,5.15934,"(n,2n)10Be"
13C,1412.61,5.15934,"(n,2n)10Be"
13C,4638.0,5.09111,"(n,n')13C"
13C,12130.0,5.09111,"(n,n')13C"
13C,7906.5599999999995,4.36234,"(n,n')13C"
13C,7311.49,4.36234,"(n,n')13C"
13C,8502.49,4.01532,"(n,n')13C"
13C,9097.56,4.01532,"(n,n')13C"
13C,2811.27,3.96673,"(n,2n)10Be"
13C,4614.0,3.91352,"(n,n')13C"
13C,12106.0,3.91352,"(n,n')13C"
13C,8584.189999999999,3.52235,"(n,n')13C"
13C,8753.49,3.52235,"(n,n')13C"
13C,2591.87,3.28922,"(n,2n)10Be"
13C,4173.969999999999,3.21333,"(n,2n)10Be"
13C,7542.0,3.21333,"(n,2n)10Be"
13C,5958.389999999999,3.16356,"(n,2n)10Be"
13C,9050.560000000001,2.2085,"(n,n')13C"
13C,8455.49,2.2085,"(n,n')13C"
13C,5508.0,1.43729,"(n,n')13C"
13C,13000.0,1.43729,"(n,n')13C"
13C,219.4,1.25265,"(n,2n)10Be"
13C,764.36,1.02355,"(n,n')13C"
13C,595.0600000000001,0.837202,"(n,n')13C"
13C,6263.3,0.226163,"(n,2n)10Be"
13C,303.4,0.226163,"(n,2n)10Be"
13C,6093.8,0.0043719,"(n,g)14C"
13C,6728.2,0.00331095,"(n,g)14C"
13C,7012.0,0.00152261,"(n,g)14C"
13C,1247.2,0.000760976,"(n,g)14C"
13C,612.8,0.000532626,"(n,g)14C"
13C,2224.1,0.000521193,"(n,g)14C"
13C,8317.9,0.000521193,"(n,g)14C"
13C,495.59999999999997,0.000462034,"(n,g)14C"
13C,3707.2,0.000441804,"(n,g)14C"
13C,3072.8,0.000441804,"(n,g)14C"
13C,808.8,0.000394615,"(n,g)14C"
13C,7341.0,0.000258786,"(n,g)14C"
13C,4331.2,0.000257325,"(n,g)14C"
13C,10425.0,0.000257325,"(n,g)14C"
13C,634.4,0.000122391,"(n,g)14C"
13C,3652.2000000000003,8.56523e-05,"(n,g)14C"
13C,9746.0,8.56523e-05,"(n,g)14C"
13C,918.2,2.13216e-05,"(n,g)14C"
14N,6093.8,66.9786,"(n,p)14C"
14N,2312.8,42.9415,"(n,n')14N"
14N,3089.44,32.6655,"(n,D)13C"
14N,4444.9800000000005,31.4297,"(n,3He)11B"
14N,2124.69,29.652,"(n,3He)11B"
14N,4438.91,27.917,"(n,T)12C"
14N,3684.5099999999998,27.5555,"(n,D)13C"
14N,5105.889999999999,27.3142,"(n,n')14N"
14N,6741.85,23.8577,"(n,3He)11B"
14N,7285.51,20.5902,"(n,3He)11B"
14N,5020.3,20.2292,"(n,3He)11B"
14N,3853.8100000000004,17.8721,"(n,D)13C"
14N,1635.3,17.2232,"(n,n')14N"
14N,728.36,16.9689,"(n,n')14N"
14N,7029.12,16.7243,"(n,n')14N"
14N,6728.2,14.1777,"(n,p)14C"
14N,8920.47,13.2248,"(n,3He)11B"
14N,5853.150000000001,12.545,"(n,3He)11B"
14N,6446.17,11.3124,"(n,n')14N"
14N,7977.839999999999,10.8926,"(n,3He)11B"
14N,8560.1,10.4044,"(n,3He)11B"
14N,169.3,10.3816,"(n,D)13C"
14N,2296.8700000000003,10.2247,"(n,3He)11B"
14N,6791.8,7.82093,"(n,3He)11B"
14N,4738.52,7.65462,"(n,3He)11B"
14N,7012.0,6.8298,"(n,p)14C"
14N,2793.0899999999997,6.63787,"(n,n')14N"
14N,8317.9,6.08872,"(n,p)14C"
14N,2224.1,6.08872,"(n,p)14C"
14N,6435.41,5.57378,"(n,3He)11B"
14N,3378.64,5.46697,"(n,n')14N"
14N,3384.11,5.45039,"(n,n')14N"
14N,1247.2,5.14288,"(n,p)14C"
14N,3072.75,5.06459,"(n,n')14N"
14N,5834.25,4.59807,"(n,n')14N"
14N,2517.83,4.50107,"(n,n')14N"
14N,6864.0,4.47024,"(n,D)13C"
14N,9129.0,4.32881,"(n,n')14N"
14N,495.59999999999997,4.12797,"(n,p)14C"
14N,3215.29,3.60942,"(n,T)12C"
14N,612.8,3.59963,"(n,p)14C"
14N,9172.25,3.57553,"(n,n')14N"
14N,3890.7,3.45046,"(n,n')14N"
14N,2895.61,3.40304,"(n,3He)11B"
14N,10101.0,3.39946,"(n,n')14N"
14N,4403.11,3.33028,"(n,n')14N"
14N,4667.11,3.30217,"(n,3He)11B"
14N,2498.0699999999997,3.1784,"(n,n')14N"
14N,477.60999999999996,3.0972,"(n,x)7Li"
14N,5691.4400000000005,3.08854,"(n,n')14N"
14N,7966.9,3.00602,"(n,n')14N"
14N,4365.83,2.88134,"(n,n')14N"
14N,3707.2,2.80494,"(n,p)14C"
14N,3072.8,2.80494,"(n,p)14C"
14N,8061.999999999999,2.68984,"(n,n')14N"
14N,10432.0,2.56258,"(n,n')14N"
14N,4018.7999999999997,2.46515,"(n,n')14N"
14N,808.8,2.39909,"(n,p)14C"
14N,3652.2000000000003,2.33527,"(n,p)14C"
14N,9746.0,2.33527,"(n,p)14C"
14N,7913.2,2.27401,"(n,n')14N"
14N,9388.0,2.24248,"(n,n')14N"
14N,5439.9,2.24248,"(n,n')14N"
14N,6130.9,2.16908,"(n,n')14N"
14N,10079.0,2.16908,"(n,n')14N"
14N,6667.2,2.15129,"(n,n')14N"
14N,3288.56,2.15129,"(n,n')14N"
14N,10425.0,1.80547,"(n,p)14C"
14N,4331.2,1.80547,"(n,p)14C"
14N,11050.0,1.78465,"(n,n')14N"
14N,2265.21,1.77502,"(n,3He)11B"
14N,7341.0,1.74894,"(n,p)14C"
14N,7390.2,1.69988,"(n,n')14N"
14N,3539.8,1.67213,"(n,3He)11B"
14N,4915.099999999999,1.588,"(n,n')14N"
14N,7101.9,1.33788,"(n,n')14N"
14N,2840.53,1.30168,"(n,3He)11B"
14N,2441.65,1.10493,"(n,3He)11B"
14N,2655.75,1.09008,"(n,n')14N"
14N,1340.28,1.05198,"(n,n')14N"
14N,8776.0,1.03802,"(n,n')14N"
14N,6203.5,1.03532,"(n,n')14N"
14N,8221.199999999999,1.02993,"(n,n')14N"
14N,4842.5599999999995,1.02993,"(n,n')14N"
14N,4115.12,0.928963,"(n,3He)11B"
14N,5308.5599999999995,0.853572,"(n,n')14N"
14N,8687.2,0.853572,"(n,n')14N"
14N,3674.75,0.736089,"(n,n')14N"
14N,9703.0,0.731063,"(n,n')14N"
14N,3948.1000000000004,0.706241,"(n,n')14N"
14N,4475.49,0.626477,"(n,3He)11B"
14N,611.9200000000001,0.599527,"(n,n')14N"
14N,634.4,0.524086,"(n,p)14C"
14N,3294.75,0.476195,"(n,n')14N"
14N,2682.83,0.476195,"(n,n')14N"
14N,1771.5,0.463462,"(n,3He)11B"
14N,4113.900000000001,0.424937,"(n,n')14N"
14N,2414.5,0.402692,"(n,n')14N"
14N,2726.08,0.37188,"(n,n')14N"
14N,764.36,0.343048,"(n,D)13C"
14N,2460.83,0.319041,"(n,n')14N"
14N,5560.900000000001,0.289739,"(n,n')14N"
14N,3801.11,0.253227,"(n,n')14N"
14N,1157.7900000000002,0.245814,"(n,n')14N"
14N,4669.900000000001,0.241615,"(n,n')14N"
14N,8618.0,0.233561,"(n,n')14N"
14N,595.0600000000001,0.206653,"(n,D)13C"
14N,692.33,0.200427,"(n,3He)11B"
14N,3985.83,0.199928,"(n,n')14N"
14N,3402.88,0.199928,"(n,n')14N"
14N,1877.8799999999999,0.197481,"(n,n')14N"
14N,8907.0,0.172158,"(n,n')14N"
14N,3081.02,0.152183,"(n,n')14N"
14N,2143.13,0.132313,"(n,n')14N"
14N,2926.56,0.128861,"(n,n')14N"
14N,5270.150000000001,0.121977,"(n,g)15N"
14N,2370.56,0.118342,"(n,n')14N"
14N,2364.9,0.107849,"(n,2n)13N"
14N,918.2,0.0956402,"(n,p)14C"
14N,4716.32,0.0836135,"(n,n')14N"
14N,9183.5,0.079552,"(n,3He)11B"
14N,5326.11,0.0743224,"(n,n')14N"
14N,3146.9,0.0623992,"(n,n')14N"
14N,4740.56,0.0486884,"(n,n')14N"
14N,5749.2,0.0467986,"(n,n')14N"
14N,8964.0,0.0450108,"(n,n')14N"
14N,6859.45,0.0357554,"(n,n')14N"
14N,9509.0,0.0263077,"(n,n')14N"
14N,3338.0,0.0257417,"(n,n')14N"
14N,7492.0,0.0218643,"(n,D)13C"
14N,3480.81,0.0207391,"(n,n')14N"
14N,6323.78,0.0200486,"(n,g)15N"
14N,2602.3,0.0158797,"(n,n')14N"
14N,5298.82,0.0150133,"(n,g)15N"
14N,1884.8899999999999,0.00921402,"(n,g)15N"
14N,2296.95,0.00857593,"(n,g)15N"
14N,2956.1099999999997,0.00833978,"(n,n')14N"
14N,967.0,0.00793983,"(n,n')14N"
14N,8312.62,0.00479096,"(n,g)15N"
