Isotope,Energy (keV),Sigma (mb),DSigma (mb),Half life (s),Decay
187Re,810.49,0.43,0.1,61200.0,B-
187Re,1807.6,0.425,0.024,61200.0,B-
187Re,1463.0,0.39,0.13999999999999999,61200.0,B-
187Re,1071.4,0.32,0.060000000000000005,61200.0,B-
187Re,1096.8,0.3,0.08,61200.0,B-
187Re,1574.57,0.3,0.05,61200.0,B-
187Re,1530.5,0.25999999999999995,0.08,61200.0,B-
187Re,1867.2,0.22,0.04,61200.0,B-
187Re,1809.54,0.19,0.05,61200.0,B-
187Re,984.1,0.16,0.1,61200.0,B-
187Re,1936.9,0.101,0.01,61200.0,B-
190Os,74.38,3.2,0.3,47200.0,IT
191Ir,56.719,85.0,5.0200000000000005,87.0,IT
192Os,138.92,46.699999999999996,2.21,108000.0,B-
192Os,460.49,43.2,2.21,108000.0,B-
192Os,73.04,35.0,5.0,108000.0,B-
192Os,557.36,14.3,1.3,108000.0,B-
192Os,321.59,14.0,0.703,108000.0,B-
192Os,387.48,13.799999999999999,0.703,108000.0,B-
192Os,280.444,13.6,0.703,108000.0,B-
192Os,107.008,7.0,0.40099999999999997,108000.0,B-
192Os,559.26,5.3,0.501,108000.0,B-
192Os,361.81,3.2,0.3,108000.0,B-
192Os,219.13,3.0300000000000002,0.22,108000.0,B-
192Os,251.62,2.3800000000000003,0.17,108000.0,B-
192Os,181.81,2.12,0.22,108000.0,B-
192Os,298.83,2.0300000000000002,0.17,108000.0,B-
192Os,180.03,1.99,0.22,108000.0,B-
192Os,484.25,1.86,0.12999999999999998,108000.0,B-
192Os,420.3,1.82,0.12999999999999998,108000.0,B-
192Os,288.79,1.56,0.12999999999999998,108000.0,B-
192Os,96.82,1.08,0.0901,108000.0,B-
192Os,440.95,1.0,0.0701,108000.0,B-
192Os,532.02,0.91,0.0701,108000.0,B-
192Os,142.13,0.82,0.0901,108000.0,B-
192Os,377.31,0.78,0.0901,108000.0,B-
192Os,418.35,0.6,0.0601,108000.0,B-
192Os,234.58,0.5599999999999999,0.06999999999999999,108000.0,B-
192Os,154.74,0.33,0.05,108000.0,B-
192Os,573.33,0.212,0.022,108000.0,B-
192Os,874.36,0.21000000000000002,0.030000000000000002,108000.0,B-
192Os,98.7,0.18000000000000002,0.030000000000000002,108000.0,B-
192Os,524.98,0.17300000000000001,0.017,108000.0,B-
192Os,712.1,0.17,0.030000000000000002,108000.0,B-
192Os,379.04,0.15,0.04,108000.0,B-
192Os,486.11,0.12999999999999998,0.060000000000000005,108000.0,B-
192Os,514.95,0.121,0.022,108000.0,B-
192Os,357.7,0.11,0.04,108000.0,B-
192Os,219.0,0.095,0.022,108000.0,B-
192Os,639.09,0.082,0.013,108000.0,B-
192Os,350.2,0.08,0.030000000000000002,108000.0,B-
192Os,418.0,0.078,0.017,108000.0,B-
192Os,197.4,0.052,0.017,108000.0,B-
192Os,413.8,0.052,0.017,108000.0,B-
192Os,848.85,0.048,0.009000000000000001,108000.0,B-
192Os,556.0,0.034999999999999996,0.009000000000000001,108000.0,B-
192Os,695.12,0.031,0.006,108000.0,B-
192Os,891.26,0.031,0.005,108000.0,B-
192Os,201.5,0.030000000000000002,0.017,108000.0,B-
192Os,333.3,0.030000000000000002,0.017,108000.0,B-
192Os,560.0,0.030000000000000002,0.009000000000000001,108000.0,B-
192Os,516.3,0.026,0.013,108000.0,B-
192Os,709.93,0.022,0.006,108000.0,B-
192Os,378.0,0.018000000000000002,0.004,108000.0,B-
192Os,778.48,0.018000000000000002,0.004,108000.0,B-
192Os,512.3,0.017,0.009000000000000001,108000.0,B-
192Os,337.7,0.013,0.009000000000000001,108000.0,B-
192Os,735.3,0.012,0.003,108000.0,B-
192Os,317.0,0.011,0.003,108000.0,B-
192Os,668.3,0.008,0.004,108000.0,B-
192Os,784.2,0.0073,0.0017000000000000001,108000.0,B-
192Os,598.1,0.007,0.004,108000.0,B-
192Os,290.0,0.0052,2.33e-05,108000.0,B-
192Os,136.0,0.0048,0.0013,108000.0,B-
192Os,775.9,0.0043,0.0022,108000.0,B-
192Os,800.9,0.0035,0.0017000000000000001,108000.0,B-
193Ir,328.448,9100.0,301.0,69400.0,B-
193Ir,293.541,1760.0,60.3,69400.0,B-
193Ir,645.146,820.0,22.1,69400.0,B-
193Ir,1150.75,420.0,12.1,69400.0,B-
193Ir,938.69,418.0,12.1,69400.0,B-
193Ir,112.231,302.0,15.0,0.0319,IT
193Ir,300.741,243.0,10.0,69400.0,B-
193Ir,621.971,233.0,8.030000000000001,69400.0,B-
193Ir,1183.49,214.0,6.04,69400.0,B-
193Ir,84.284,168.0,18.0,0.0319,IT
193Ir,1468.91,134.0,5.0200000000000005,69400.0,B-
193Ir,589.179,98.0,3.02,69400.0,B-
193Ir,1622.2,44.8,2.0,69400.0,B-
193Ir,594.291,43.6,1.41,69400.0,B-
193Ir,1175.38,42.2,1.61,69400.0,B-
193Ir,1218.78,39.300000000000004,1.6,69400.0,B-
193Ir,889.98,35.3,1.21,69400.0,B-
193Ir,1000.12,32.5,1.2,69400.0,B-
193Ir,1293.67,32.099999999999994,2.0,69400.0,B-
193Ir,482.86,31.8,1.3,69400.0,B-
193Ir,364.867,28.7,0.9039999999999999,69400.0,B-
193Ir,1342.16,26.5,1.0,69400.0,B-
193Ir,1805.75,22.700000000000003,1.2,69400.0,B-
193Ir,1104.05,18.2,0.7020000000000001,69400.0,B-
193Ir,1048.64,18.2,0.8019999999999999,69400.0,B-
193Ir,700.55,18.0,3.0,69400.0,B-
193Ir,1511.98,16.5,2.0,69400.0,B-
193Ir,1565.15,14.5,0.602,69400.0,B-
193Ir,62.788,14.5,1.8,0.0319,IT
193Ir,82.335,13.299999999999999,0.901,0.0319,IT
193Ir,1797.48,12.3,0.601,69400.0,B-
193Ir,1487.05,11.9,0.601,69400.0,B-
193Ir,530.17,11.1,0.501,69400.0,B-
193Ir,1512.15,9.2,1.3,69400.0,B-
193Ir,925.26,8.8,0.601,69400.0,B-
193Ir,621.29,6.7,0.9,69400.0,B-
193Ir,29.896,6.0,0.301,0.0319,IT
193Ir,1186.4,5.8999999999999995,1.1,69400.0,B-
193Ir,43.119,5.7,1.8,0.0319,IT
193Ir,244.83,5.4,0.4,69400.0,B-
193Ir,857.12,4.8999999999999995,0.6,69400.0,B-
193Ir,2043.72,4.8999999999999995,0.3,69400.0,B-
193Ir,39.216,4.5,0.3,0.0319,IT
193Ir,1463.5,4.1000000000000005,0.8,69400.0,B-
193Ir,1670.72,4.0,0.3,69400.0,B-
193Ir,1780.69,3.7,0.3,69400.0,B-
193Ir,1785.69,2.81,0.2,69400.0,B-
193Ir,607.61,2.7,0.3,69400.0,B-
193Ir,202.91,2.1,0.5,69400.0,B-
193Ir,2114.2,1.82,0.16,69400.0,B-
193Ir,1735.37,1.74,0.16,69400.0,B-
193Ir,810.66,1.7,0.4,69400.0,B-
193Ir,699.5,1.7,0.9,69400.0,B-
193Ir,1431.4,1.6,0.5,69400.0,B-
193Ir,1601.9,1.36,0.13999999999999999,69400.0,B-
193Ir,1829.59,1.34,0.15,69400.0,B-
193Ir,1156.6,1.3,0.3,69400.0,B-
193Ir,1924.42,1.28,0.15,69400.0,B-
193Ir,111.4,1.2,0.4,69400.0,B-
193Ir,859.45,1.2,0.6,69400.0,B-
193Ir,1518.76,1.16,0.16,69400.0,B-
193Ir,1450.23,1.14,0.13999999999999999,69400.0,B-
193Ir,1595.77,1.13,0.11,69400.0,B-
193Ir,1441.78,1.0399999999999998,0.16,69400.0,B-
193Ir,1492.18,1.01,0.15,69400.0,B-
193Ir,1308.15,0.91,0.1,69400.0,B-
193Ir,1715.28,0.91,0.08009999999999999,69400.0,B-
193Ir,34.84,0.88,0.0601,0.0319,IT
193Ir,1432.52,0.8,0.16,69400.0,B-
193Ir,27.946,0.79,0.15,0.0319,IT
193Ir,1724.54,0.53,0.06999999999999999,69400.0,B-
193Ir,1421.5,0.44,0.13999999999999999,69400.0,B-
193Ir,1812.59,0.31,0.09000000000000001,69400.0,B-
193Ir,1757.27,0.29,0.060000000000000005,69400.0,B-
196Pt,77.35,31.0,3.0,71600.0,B-
196Hg,133.98,15.5,0.41300000000000003,85700.0,IT
196Pt,191.437,6.6,0.009989999999999999,71600.0,B-
196Hg,279.0,3.3,0.0218,85700.0,EC
196Pt,346.5,1.32,0.12000000000000001,5720.0,IT
196Pt,268.78,0.42000000000000004,0.04,71600.0,B-
196Hg,130.2,0.146,0.005090000000000001,85700.0,EC
196Pt,53.09,0.12999999999999998,0.012,5720.0,IT
196Hg,201.8,0.048,0.00701,85700.0,EC
196Hg,77.35,0.015400000000000002,0.0023,85700.0,EC
196Hg,164.97,0.012,0.00031,85700.0,IT
196Hg,409.1,0.0049,0.0015999999999999999,85700.0,EC
197Au,411.802,94300.0,150.0,233000.0,B-
197Au,675.884,793.0,3.0,233000.0,B-
197Au,1087.684,157.0,2.0,233000.0,B-
198Pt,542.98,39.0,0.307,1850.0,B-
198Pt,391.93,21.2,1.11,13.6,IT
198Pt,493.75,14.7,0.416,1850.0,B-
198Pt,317.03,13.0,0.51,1850.0,B-
198Pt,185.8,8.7,0.406,1850.0,B-
198Pt,191.69,6.1000000000000005,0.304,1850.0,B-
198Pt,246.46,5.8999999999999995,0.304,1850.0,B-
198Pt,714.55,4.819999999999999,0.126,1850.0,B-
198Pt,77.2,3.9,0.8009999999999999,1850.0,B-
198Pt,474.68,3.0100000000000002,0.122,1850.0,B-
198Pt,791.74,2.82,0.122,1850.0,B-
198Pt,968.32,2.82,0.122,1850.0,B-
198Pt,468.09,2.62,0.122,1850.0,B-
198Pt,465.76,2.39,0.121,1850.0,B-
198Pt,219.36,1.02,0.0506,1850.0,B-
198Pt,417.61,0.99,0.0408,1850.0,B-
198Hg,158.3,0.94,0.0187,2560.0,IT
198Pt,323.6,0.85,0.15,1850.0,B-
198Pt,32.0,0.7,0.0404,13.6,IT
198Pt,240.01,0.46,0.030199999999999998,1850.0,B-
198Pt,225.36,0.41,0.030199999999999998,1850.0,B-
198Pt,425.34,0.37,0.0301,1850.0,B-
198Hg,374.1,0.247,0.0196,2560.0,IT
198Pt,505.5,0.22,0.04,1850.0,B-
198Pt,644.63,0.22,0.0191,1850.0,B-
198Pt,240.9,0.15,0.0011799999999999998,1850.0,B-
198Pt,665.0,0.13899999999999998,0.019,1850.0,B-
198Pt,298.2,0.12999999999999998,0.05,1850.0,B-
198Pt,752.9,0.112,0.015000000000000001,1850.0,B-
198Pt,176.2,0.06999999999999999,0.04,1850.0,B-
198Pt,786.8,0.06899999999999999,0.023,1850.0,B-
198Pt,1104.0,0.06899999999999999,0.012,1850.0,B-
198Pt,891.3,0.066,0.00802,1850.0,B-
198Pt,746.4,0.066,0.019,1850.0,B-
198Pt,780.5,0.062,0.019,1850.0,B-
198Pt,170.6,0.060000000000000005,0.030000000000000002,1850.0,B-
198Pt,1072.7,0.058,0.00801,1850.0,B-
198Pt,835.5,0.054,0.00801,1850.0,B-
198Pt,842.4,0.046,0.012,1850.0,B-
198Pt,609.8,0.039,0.015000000000000001,1850.0,B-
198Pt,992.3,0.034999999999999996,0.015000000000000001,1850.0,B-
198Pt,649.8,0.027,0.012,1850.0,B-
198Pt,1249.4,0.027,0.005,1850.0,B-
198Pt,902.0,0.027,0.008,1850.0,B-
198Pt,1159.2,0.023,0.005,1850.0,B-
198Pt,1077.0,0.023,0.008,1850.0,B-
198Hg,413.4,0.00049,4.12e-05,2560.0,IT
204Hg,203.75,0.64,0.0263,312.0,B-
204Hg,415.6,0.0038,0.0005239999999999999,312.0,B-
204Hg,1218.7,0.0018,0.000309,312.0,B-
204Hg,1136.8,0.0013,0.000305,312.0,B-
204Hg,1433.9,0.0013,0.000305,312.0,B-
204Hg,937.2,0.0006,0.00013199999999999998,312.0,B-
204Hg,618.6,0.00058,0.00013199999999999998,312.0,B-
204Hg,720.8,0.00033,0.000101,312.0,B-
204Hg,1141.1,0.00029,0.00013099999999999999,312.0,B-
204Hg,1014.7,0.00019999999999999998,6.06e-05,312.0,B-
204Hg,521.3,0.00019,6.050000000000001e-05,312.0,B-
204Hg,1230.8,0.00015,6.03e-05,312.0,B-
204Hg,1340.3,9.999999999999999e-05,0.0003,312.0,B-
205Tl,803.3,0.0035,0.0006,252.0,B-
205Tl,362.0,0.00017999999999999998,2.5400000000000002e-08,252.0,B-
206Pb,569.702,1.4,0.3,0.806,IT
206Pb,1063.662,1.3,0.3,0.806,IT
231Th,63.81,10700.0,500.0,4.43e+17,A
231Th,140.88,850.0,180.0,4.43e+17,A
234U,185.715,329000.0,3820.0,2.22e+16,A
234U,143.76,63000.0,675.0,2.22e+16,A
234U,163.33,29200.0,312.0,2.22e+16,A
234U,205.311,28800.0,365.0,2.22e+16,A
234U,109.16,8900.0,307.0,2.22e+16,A
234U,202.11,6210.0,128.0,2.22e+16,A
234U,194.94,3620.0,65.4,2.22e+16,A
234U,182.61,1960.0,121.0,2.22e+16,A
234U,140.76,1270.0,120.0,2.22e+16,A
234U,221.38,690.0,60.199999999999996,2.22e+16,A
234U,72.7,630.0,4.54,2.22e+16,A
234U,96.09,520.0,70.1,2.22e+16,A
234U,150.93,460.0,60.1,2.22e+16,A
234U,240.87,430.0,40.099999999999994,2.22e+16,A
234U,41.96,350.0,60.1,2.22e+16,A
234U,75.02,350.0,60.1,2.22e+16,A
234U,246.84,305.0,17.1,2.22e+16,A
234U,275.129,300.0,30.099999999999998,2.22e+16,A
234U,198.9,240.0,40.0,2.22e+16,A
234U,291.65,230.0,30.0,2.22e+16,A
234U,345.9,230.0,30.0,2.22e+16,A
234U,387.82,230.0,30.0,2.22e+16,A
234U,34.7,210.0,1.51,2.22e+16,A
234U,51.22,200.0,40.0,2.22e+16,A
234U,54.25,170.0,1.22,2.22e+16,A
234U,233.5,170.0,30.0,2.22e+16,A
234U,41.4,170.0,120.0,2.22e+16,A
234U,115.45,170.0,60.0,2.22e+16,A
234U,215.28,167.0,17.0,2.22e+16,A
234U,120.35,150.0,1.08,2.22e+16,A
234U,31.6,100.0,30.0,2.22e+16,A
234U,136.55,69.0,0.49700000000000005,2.22e+16,A
234U,76.198,46.0,6.01,2.22e+16,A
234U,275.43,40.0,12.0,2.22e+16,A
234U,228.78,40.0,0.28800000000000003,2.22e+16,A
234U,289.56,40.0,0.28800000000000003,2.22e+16,A
234U,282.92,35.0,0.252,2.22e+16,A
234U,281.42,35.0,0.252,2.22e+16,A
234U,266.45,35.0,12.0,2.22e+16,A
234U,173.3,30.0,30.0,2.22e+16,A
234U,301.7,29.0,0.20900000000000002,2.22e+16,A
234U,356.03,29.0,0.20900000000000002,2.22e+16,A
234U,142.4,29.0,0.20900000000000002,2.22e+16,A
234U,343.5,17.0,0.122,2.22e+16,A
234U,410.29,17.0,0.122,2.22e+16,A
234U,54.1,12.0,0.0864,2.22e+16,A
234U,317.1,5.8,0.0418,2.22e+16,A
234U,428.71,5.8,0.0418,2.22e+16,A
234U,448.4,5.8,0.0418,2.22e+16,A
238U,74.664,1300.0,0.14200000000000002,1410.0,B-
238Np,106.123,723.0,11.0,204000.0,B-
238Np,277.599,382.0,6.0,204000.0,B-
238Np,228.183,286.0,5.0,204000.0,B-
238U,43.533,110.0,3.0,1410.0,B-
238Np,209.753,90.89999999999999,1.3,204000.0,B-
238Np,334.31,55.0,0.8,204000.0,B-
238Np,315.88,42.5,0.8,204000.0,B-
238Np,61.46,34.3,0.5,204000.0,B-
238Np,285.46,21.0,0.5,204000.0,B-
238Np,227.83,14.0,0.00153,204000.0,B-
238Np,226.38,7.4,0.5,204000.0,B-
238U,662.24,4.7,0.000513,1410.0,B-
238U,844.1,4.2,0.00045900000000000004,1410.0,B-
238U,819.22,3.8,0.000415,1410.0,B-
238Np,49.41,3.5,0.5,204000.0,B-
238Np,44.66,3.5,0.3,204000.0,B-
238U,117.66,3.5,1.2,1410.0,B-
238Np,57.28,3.4499999999999997,0.19,204000.0,B-
238Np,254.4,2.92,0.16,204000.0,B-
238U,748.08,2.7,0.00029499999999999996,1410.0,B-
238Np,67.86,2.4,0.6,204000.0,B-
238U,964.3,2.3,0.00025100000000000003,1410.0,B-
238Np,181.7,2.15,0.11,204000.0,B-
238Np,272.84,2.0500000000000003,0.11,204000.0,B-
238U,812.93,2.0,0.00021799999999999999,1410.0,B-
238U,631.09,1.9,0.000207,1410.0,B-
238U,31.131,1.73,0.18000000000000002,1410.0,B-
238U,486.87,1.5,0.000164,1410.0,B-
238U,86.72,1.38,0.15,1410.0,B-
238Np,106.47,1.3,0.21000000000000002,204000.0,B-
238U,846.45,1.0,0.00010899999999999999,1410.0,B-
238U,933.08,0.95,0.00010400000000000001,1410.0,B-
238U,186.15,0.8400000000000001,9.169999999999999e-05,1410.0,B-
238U,722.87,0.7200000000000001,7.86e-05,1410.0,B-
238U,587.77,0.6,6.549999999999999e-05,1410.0,B-
238U,889.56,0.6,6.549999999999999e-05,1410.0,B-
238U,373.52,0.54,5.9e-05,1410.0,B-
238U,111.0,0.5199999999999999,5.68e-05,1410.0,B-
238U,961.09,0.46,5.02e-05,1410.0,B-
238Np,166.39,0.45,0.19,204000.0,B-
238Np,434.7,0.35,3.82e-05,204000.0,B-
238U,884.5,0.32,3.49e-05,1410.0,B-
238U,378.07,0.27999999999999997,3.0600000000000005e-05,1410.0,B-
238Np,124.4,0.27,2.95e-05,204000.0,B-
238U,664.08,0.24000000000000002,2.62e-05,1410.0,B-
238U,448.15,0.22,2.4e-05,1410.0,B-
238U,624.0,0.18000000000000002,1.97e-05,1410.0,B-
238U,959.22,0.18000000000000002,1.97e-05,1410.0,B-
238U,187.4,0.17,1.86e-05,1410.0,B-
238Np,88.06,0.16,0.05,204000.0,B-
238Np,492.3,0.16,1.7500000000000002e-05,204000.0,B-
238U,928.18,0.15,1.6400000000000002e-05,1410.0,B-
238Np,322.26,0.13999999999999999,1.5300000000000003e-05,204000.0,B-
238U,788.19,0.13999999999999999,1.5300000000000003e-05,1410.0,B-
238U,312.05,0.13999999999999999,1.5300000000000003e-05,1410.0,B-
238Np,57.3,0.12999999999999998,1.42e-05,204000.0,B-
238U,931.61,0.12999999999999998,1.42e-05,1410.0,B-
238U,492.68,0.12000000000000001,1.31e-05,1410.0,B-
238U,504.77,0.11,1.2e-05,1410.0,B-
238U,695.23,0.11,1.2e-05,1410.0,B-
238U,434.7,0.11,1.2e-05,1410.0,B-
238Np,429.5,0.1,1.09e-05,204000.0,B-
238U,745.64,0.1,1.09e-05,1410.0,B-
238U,874.35,0.1,1.09e-05,1410.0,B-
238U,974.54,0.1,1.09e-05,1410.0,B-
238U,407.7,0.091,9.94e-06,1410.0,B-
238U,474.49,0.091,9.94e-06,1410.0,B-
238U,544.58,0.091,9.94e-06,1410.0,B-
238U,772.95,0.091,9.94e-06,1410.0,B-
238Np,497.8,0.085,9.28e-06,204000.0,B-
238U,455.6,0.082,8.95e-06,1410.0,B-
238U,917.41,0.082,8.95e-06,1410.0,B-
238U,992.21,0.082,8.95e-06,1410.0,B-
238U,231.7,0.079,8.63e-06,1410.0,B-
238U,345.12,0.079,8.63e-06,1410.0,B-
238U,517.92,0.078,8.52e-06,1410.0,B-
238U,793.55,0.078,8.52e-06,1410.0,B-
238U,707.29,0.076,8.3e-06,1410.0,B-
238U,920.87,0.076,8.3e-06,1410.0,B-
238U,191.97,0.07200000000000001,7.860000000000001e-06,1410.0,B-
238U,255.25,0.07200000000000001,7.860000000000001e-06,1410.0,B-
238U,703.48,0.07200000000000001,7.860000000000001e-06,1410.0,B-
238U,1096.99,0.06899999999999999,7.53e-06,1410.0,B-
238U,258.47,0.067,7.32e-06,1410.0,B-
238U,522.07,0.060000000000000005,6.55e-06,1410.0,B-
238U,646.17,0.060000000000000005,6.55e-06,1410.0,B-
238U,260.77,0.059,6.44e-06,1410.0,B-
238U,965.58,0.056,6.120000000000001e-06,1410.0,B-
238U,532.75,0.054,5.9e-06,1410.0,B-
238U,548.1,0.052,5.68e-06,1410.0,B-
238U,201.19,0.052,5.68e-06,1410.0,B-
238U,566.14,0.052,5.68e-06,1410.0,B-
238U,876.14,0.052,5.68e-06,1410.0,B-
238U,895.31,0.047,5.13e-06,1410.0,B-
238U,577.49,0.045000000000000005,4.91e-06,1410.0,B-
238U,577.49,0.045000000000000005,4.91e-06,1410.0,B-
238U,304.17,0.045000000000000005,4.91e-06,1410.0,B-
238U,849.1,0.044,4.8e-06,1410.0,B-
238Np,461.9,0.043000000000000003,4.7e-06,204000.0,B-
238Np,392.4,0.043000000000000003,4.7e-06,204000.0,B-
238U,296.84,0.041,4.48e-06,1410.0,B-
238U,296.84,0.041,4.48e-06,1410.0,B-
238U,867.3,0.041,4.48e-06,1410.0,B-
238U,381.43,0.038,4.15e-06,1410.0,B-
238U,499.2,0.038,4.15e-06,1410.0,B-
238U,395.3,0.038,4.15e-06,1410.0,B-
238U,301.98,0.038,4.15e-06,1410.0,B-
238U,752.85,0.038,4.15e-06,1410.0,B-
238U,535.01,0.034999999999999996,3.82e-06,1410.0,B-
238U,563.9,0.032,3.49e-06,1410.0,B-
238U,710.35,0.032,3.49e-06,1410.0,B-
238U,530.5,0.031,3.39e-06,1410.0,B-
238U,779.58,0.031,3.39e-06,1410.0,B-
238U,922.7,0.031,3.39e-06,1410.0,B-
238Np,469.8,0.029,3.17e-06,204000.0,B-
238U,1040.41,0.028,3.0600000000000003e-06,1410.0,B-
238U,1018.14,0.028,3.0600000000000003e-06,1410.0,B-
238Np,484.3,0.027,2.95e-06,204000.0,B-
238Np,498.7,0.027,2.95e-06,204000.0,B-
238U,1196.9,0.024,2.62e-06,1410.0,B-
238Np,454.2,0.022,2.4e-06,204000.0,B-
238Np,101.965,0.020999999999999998,2.29e-06,204000.0,B-
238Np,504.2,0.020999999999999998,2.29e-06,204000.0,B-
238U,863.57,0.019,2.07e-06,1410.0,B-
238U,514.1,0.018000000000000002,1.97e-06,1410.0,B-
238U,1065.85,0.018000000000000002,1.97e-06,1410.0,B-
238U,1122.8,0.018000000000000002,1.97e-06,1410.0,B-
238U,658.5,0.015000000000000001,1.64e-06,1410.0,B-
238U,399.4,0.013,1.42e-06,1410.0,B-
238U,939.0,0.01,1.09e-06,1410.0,B-
238Np,447.6,0.0069,7.53e-07,204000.0,B-
238U,55.18,0.0022,2.4e-07,1410.0,B-
