Isotope,Energy (keV),XS or I,Info
183W,4690.7,1.0217,"(n,g) I-P"
183W,3910.1,0.9907,"(n,g) I-P"
183W,4166.5,0.9907,"(n,g) I-P"
183W,777.33,0.9907,"(n,g) I-S"
183W,4210.8,0.9907,"(n,g) I-P"
183W,2395.9,0.9907,"(n,g) I-S"
183W,846.21,0.9288,"(n,g) I-S"
183W,2083.2,0.9288,"(n,g) I-S"
183W,814.6,0.9288,"(n,g) I-S"
183W,1626.6,0.9288,"(n,g) I-S"
183W,584,0.9288,"(n,g) I-S"
183W,844.4,0.9288,"(n,g) I-S"
183W,572.1,0.9288,"(n,g) I-S"
183W,554.8,0.9288,"(n,g) I-S"
183W,1132.36,0.9288,"(n,g) I-S"
183W,1109.88,0.9288,"(n,g) I-S"
183W,917.8,0.9288,"(n,g) I-S"
183W,462,0.9288,"(n,g) I-S"
183W,2445.1,0.9288,"(n,g) I-S"
183W,1046.4,0.9288,"(n,g) I-S"
183W,586.94,0.9288,"(n,g) I-S"
183W,2925.6,0.9288,"(n,g) I-S"
183W,1421.63,0.9288,"(n,g) I-S"
183W,4781.2,0.9288,"(n,g) I-P"
183W,962.2,0.9288,"(n,g) I-S"
183W,4190.5,0.9288,"(n,g) I-P"
183W,700.8,0.9288,"(n,g) I-S"
183W,708.3,0.9288,"(n,g) I-S"
183W,798.1,0.9288,"(n,g) I-S"
183W,720.2,0.9288,"(n,g) I-S"
183W,676.1,0.9288,"(n,g) I-S"
183W,683.9,0.9288,"(n,g) I-S"
183W,941.33,0.8669,"(n,g) I-S"
183W,1192.59,0.8669,"(n,g) I-S"
183W,802.53,0.8669,"(n,g) I-S"
183W,982.44,0.8669,"(n,g) I-S"
183W,4561.9,0.8359,"(n,g) I-P"
183W,5603.1,0.8359,"(n,g) I-P"
183W,4509.1,0.8359,"(n,g) I-P"
183W,539.38,0.805,"(n,g) I-S"
183W,315.59,0.805,"(n,g) I-S"
183W,6281.5,0.805,"(n,g) I-P"
183W,359.3,0.805,"(n,g) I-S"
183W,1901.9,0.805,"(n,g) I-S"
183W,4082.2,0.774,"(n,g) I-P"
183W,4761.4,0.774,"(n,g) I-P"
183W,4901.7,0.774,"(n,g) I-P"
183W,4033.6,0.774,"(n,g) I-P"
183W,5380.6,0.774,"(n,g) I-P"
183W,3439,0.774,"(n,g) I-P"
183W,4218.3,0.743,"(n,g) I-P"
183W,3793.3,0.743,"(n,g) I-P"
183W,173.82,0.743,"(n,g) I-S"
183W,4103.2,0.7121,"(n,g) I-P"
183W,953.4,0.6811,"(n,g) I-S"
183W,834,0.6811,"(n,g) I-S"
183W,203.56,0.6811,"(n,g) I-S"
183W,3982.6,0.6811,"(n,g) I-P"
183W,4613.3,0.6502,"(n,g) I-P"
183W,3628.6,0.6502,"(n,g) I-P"
183W,526,0.6192,"(n,g) I-S"
183W,829.6,0.6192,"(n,g) I-S"
183W,4059.5,0.6192,"(n,g) I-P"
183W,1265.5,0.6192,"(n,g) I-S"
183W,380.24,0.6192,"(n,g) I-S"
183W,608.6,0.6192,"(n,g) I-S"
183W,1038.5,0.6192,"(n,g) I-S"
183W,655.38,0.6192,"(n,g) I-S"
183W,421.2,0.6192,"(n,g) I-S"
183W,5189.2,0.6192,"(n,g) I-P"
183W,498.5,0.6192,"(n,g) I-S"
183W,195.28,0.6192,"(n,g) I-S"
183W,1424.6,0.6192,"(n,g) I-S"
183W,5398.6,0.5882,"(n,g) I-P"
183W,4039.6,0.5882,"(n,g) I-P"
183W,4539.6,0.5882,"(n,g) I-P"
183W,5297.6,0.5573,"(n,g) I-P"
183W,3480.8,0.5573,"(n,g) I-P"
183W,4924.4,0.5573,"(n,g) I-P"
183W,782.2,0.5573,"(n,g) I-S"
183W,4407,0.5573,"(n,g) I-P"
183W,186.05,0.5573,"(n,g) I-S"
183W,424.36,0.5573,"(n,g) I-S"
183W,5697.7,0.5418,"(n,g) I-P"
183W,3924,0.5263,"(n,g) I-P"
183W,4791.8,0.5263,"(n,g) I-P"
